#Source :: Extracted this dictionary from agriculture1_wiktionary.txt and agriculture2_wiktionary.txt, Agri_Glossaryt.doc	#Source :: Extracted this dictionary from agriculture1_wiktionary.txt and agriculture2_wiktionary.txt, Agri_Glossaryt.doc
#Changes:: 1) Separated single word and multi words into separate dictionaries	#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case	#          2) English words are converted to lower case
#          3) Added category as 'noun#2#RM' by default	#          3) Added category as 'noun#2#RM' by default
#Added  :: By Roja Lakshmi (06-11-14)	#Added  :: By Roja Lakshmi (06-11-14)
#######################################	#######################################
clayey_soil	cikanI_mittI#cikanI_mittI#noun#2#RM
clay_loam	matiyArI/xumata#matiyArI/xumata#noun#2#RM
climate_change	jalavAyu_parivarwana#jalavAyu_parivarwana#noun#2#RM
climate_continental	mahAxvIpIya_jalavAyu#mahAxvIpIya_jalavAyu#noun#2#RM
climate_oceanic	mahAsAgarIya_jalavAyu#mahAsAgarIya_jalavAyu#noun#2#RM
climatic_analogues	samavqwwi_jalavAyu#samavqwwi_jalavAyu#noun#2#RM
climatic_factors	jalavAyu_kAraka#jalavAyu_kAraka#noun#2#RM
climax_climatic	caramAvasWA_jalavAyu#caramAvasWA_jalavAyu#noun#2#RM
climax_edaphic	BUmi_caramAvasWA/mqxA_caramAvasWA#BUmi_caramAvasWA/mqxA_caramAvasWA#noun#2#RM
cloud_brust	barasa_padanA/GanaGora_varRA#barasa_padanA/GanaGora_varRA#noun#2#RM
cloud_bursting	barasa_padanA/vqRtisPota/JamakArA#barasa_padanA/vqRtisPota/JamakArA#noun#2#RM
cluster_bean	gvAra#gvAra#noun#2#RM
coefficient_of_variation_or_variability	vicaraNa_guNAfka#vicaraNa_guNAfka#noun#2#RM
cold_storage	SIwagqha#SIwagqha#noun#2#RM
cold_water	SIwajala#SIwajala#noun#2#RM
collateral_bud	sampArSvika_kalikA#sampArSvika_kalikA#noun#2#RM
collecting_fuel	IMXana_safgraha#IMXana_safgraha#noun#2#RM
collecting_water	jala_safgraha#jala_safgraha#noun#2#RM
colonial_area	sAmuxAyika_kRewra#sAmuxAyika_kRewra#noun#2#RM
combating_desertification	marUsWalIkaraNa_kA_viroXa#marUsWalIkaraNa_kA_viroXa#noun#2#RM
commercial_bank	vANijyika_bEMka#vANijyika_bEMka#noun#2#RM
common_millet	canA#canA#noun#2#RM
complimentary_gene	pUraka_jIna#pUraka_jIna#noun#2#RM
congenital_disease	janmajAwa_roga#janmajAwa_roga#noun#2#RM
consultancy_sercices	parAmarSaxAwrI_sevAeM#parAmarSaxAwrI_sevAeM#noun#2#RM
contagious_disease	saMsargaja_roga/sAMsargika_roga#saMsargaja_roga/sAMsargika_roga#noun#2#RM
continuous_cropping	niranwara_sasyana/sawawa_Pasala#niranwara_sasyana/sawawa_Pasala#noun#2#RM
contour_cropping	samocca_sasyana/kaNtUra_sasyana#samocca_sasyana/kaNtUra_sasyana#noun#2#RM
contour_farming	kaNtUra_kqRi/KewI#kaNtUra_kqRi/KewI#noun#2#RM
contour_furrow_or_trench	samocca_kuNda#samocca_kuNda#noun#2#RM
control_measure	niyanwraNopAya#niyanwraNopAya#noun#2#RM
control_stress	niyanwriwa_prawibala#niyanwriwa_prawibala#noun#2#RM
contton_leaf	kapAsa_varNa#kapAsa_varNa#noun#2#RM
cooperative_society	sahakArI_saMsWA#sahakArI_saMsWA#noun#2#RM
corn_beetle	XAnya_Bqfga#XAnya_Bqfga#noun#2#RM
corpus_allatum	aNdABa_piMda#aNdABa_piMda#noun#2#RM
correlation_co-efficient	sahasambanXa_guNAfka#sahasambanXa_guNAfka#noun#2#RM
cotton_breeder	kapAsa_prajanaka#kapAsa_prajanaka#noun#2#RM
cotton_lint	rUI#rUI#noun#2#RM
cotton_seed	binOlA/kapAsa_kA_bIja#binOlA/kapAsa_kA_bIja#noun#2#RM
cotton_seed_oil	binOlA_wela#binOlA_wela#noun#2#RM
cotyledonary_node	bIjapawrIya_parvasanXi#bIjapawrIya_parvasanXi#noun#2#RM
counter_tillage	samawala_juwAI#samawala_juwAI#noun#2#RM
cover_crop	JAdI_vAlI_Pasala/BUmi_saMrakRI_sasya/BUmi_saMrakRI_Pasala#JAdI_vAlI_Pasala/BUmi_saMrakRI_sasya/BUmi_saMrakRI_Pasala#noun#2#RM
cow_pea	lobiyA#lobiyA#noun#2#RM
critical_difference	krAnwika_anwara#krAnwika_anwara#noun#2#RM
critical_length	krAnwika_lambAI#krAnwika_lambAI#noun#2#RM
critical_limit	krAnwika_sImA#krAnwika_sImA#noun#2#RM
crop_forest	sasya_jafgala/sasya_vana#sasya_jafgala/sasya_vana#noun#2#RM
crop_intensification	Pasala_gahanawA/#Pasala_gahanawA/#noun#2#RM
cropping_intensity	sasya_saGanawA#sasya_saGanawA#noun#2#RM
cropping_pattern	Pasala_paxXawi#Pasala_paxXawi#noun#2#RM
cropping_systems	sasyana_praNAlI/Pasala_praNAlI#sasyana_praNAlI/Pasala_praNAlI#noun#2#RM
crop_plants	PasalI_pOXe#PasalI_pOXe#noun#2#RM
crop_production_system	Pasala_uwpAxana_praNAlI#Pasala_uwpAxana_praNAlI#noun#2#RM
crop_residue_management	sasyAvaSeRa_prabanXana#sasyAvaSeRa_prabanXana#noun#2#RM
crop_residue	sasyAvaSeRa#sasyAvaSeRa#noun#2#RM
crop_rotation	PasaloM_kA_Avarwana/Pasala_cakra#PasaloM_kA_Avarwana/Pasala_cakra#noun#2#RM
crop_weather_outlook	Pasala_mOsama_xqRtikoNa#Pasala_mOsama_xqRtikoNa#noun#2#RM
crown_grafting	SIrRa-ropaNa/SIrRa_kalama#SIrRa-ropaNa/SIrRa_kalama#noun#2#RM
crown_height	SIrRa_UzcAI/Apawra_UzcAI#SIrRa_UzcAI/Apawra_UzcAI#noun#2#RM
crushing_strength	saMmarxaka_sAmaWrya#saMmarxaka_sAmaWrya#noun#2#RM
cultivation_shifting	juwAI/kqRi_parivarwana#juwAI/kqRi_parivarwana#noun#2#RM
cultural_operations	karRaNa-kriyAez#karRaNa-kriyAez#noun#2#RM
culture_fisheries	mAwsyikI_saMvarXana#mAwsyikI_saMvarXana#noun#2#RM
custard_apple	SarIPA#SarIPA#noun#2#RM
cutting_age_knowledge	axyawana_anusanXAna_jAnakArI#axyawana_anusanXAna_jAnakArI#noun#2#RM
cutting_edge	uwkqRta#uwkqRta#noun#2#RM
damping_off	AxrramArI#AxrramArI#noun#2#RM
declining_price	girawA_BAva#girawA_BAva#noun#2#RM
declining_productivity	girawI_uwpAxakawA#girawI_uwpAxakawA#noun#2#RM
deep_ploughing	gaharI_juwAI#gaharI_juwAI#noun#2#RM
deep_soils	gaharI_mqxAez#gaharI_mqxAez#noun#2#RM
deep_water	gaharA_jala#gaharA_jala#noun#2#RM
deficit_area	aBAva_vAle_kRewra#aBAva_vAle_kRewra#noun#2#RM
demonstration_cum_seed	production_farm__praxarSana-saha-bIja_uwpAxana_PArma#production_farm__praxarSana-saha-bIja_uwpAxana_PArma#noun#2#RM
desert_climate	marusWalI_jalavAyu#marusWalI_jalavAyu#noun#2#RM
desert_crust	marusWala_BUpqRta#marusWala_BUpqRta#noun#2#RM
desert_soil	marusWalI_mqxA#marusWalI_mqxA#noun#2#RM
determinate_growth	niyawa_vqxXi/parimiwa_vqxXi#niyawa_vqxXi/parimiwa_vqxXi#noun#2#RM
detrimental_effect	hAnikAraka_praBAva#hAnikAraka_praBAva#noun#2#RM
dew_point	osAfka#osAfka#noun#2#RM
dibble_to	hAWa_se_bonA/coba#hAWa_se_bonA/coba#noun#2#RM
die_back_disease	paScamArI_roga#paScamArI_roga#noun#2#RM
die_back	paScamArI/SIrRAramBIkRaya/paScakRaya#paScamArI/SIrRAramBIkRaya/paScakRaya#noun#2#RM
directorate_of_extension	prasAra_nixeSAlaya#prasAra_nixeSAlaya#noun#2#RM
direct_run-off	sIXA_apavAha#sIXA_apavAha#noun#2#RM
direct_selling	sIXI_bikrI#sIXI_bikrI#noun#2#RM
disease_index	roga_wIAwA/roga_sUcakAfka#roga_wIAwA/roga_sUcakAfka#noun#2#RM
disease_management	roga_prabanXana#roga_prabanXana#noun#2#RM
division_of_crop_science	Pasala_vijFAna_samBAga#Pasala_vijFAna_samBAga#noun#2#RM
division_of_resource_management	saMsAXana_prabanXana_samBAga#saMsAXana_prabanXana_samBAga#noun#2#RM
dominant_breeding	prabala_prajanana#prabala_prajanana#noun#2#RM
dominant_ecology	praXAna_pArisWiwikI#praXAna_pArisWiwikI#noun#2#RM
double_cropping	xvi-Pasala_KewI#xvi-Pasala_KewI#noun#2#RM
drainage_basic	mUla_jalanikAsa#mUla_jalanikAsa#noun#2#RM
drainage_divide	jala_nikAsa_viBAjana#jala_nikAsa_viBAjana#noun#2#RM
drain_to	nikAlanA#nikAlanA#noun#2#RM
drip_irrigation	dripa_siMcAI/dipa_siMcAI/tapakAvaka_siMcAI/tapakA_siMcaMI#dripa_siMcAI/dipa_siMcAI/tapakAvaka_siMcAI/tapakA_siMcaMI#noun#2#RM
drought_alleviation_programme	akAla/sUKA_rAhawa_kAryakrama#akAla/sUKA_rAhawa_kAryakrama#noun#2#RM
drought_management	sUKA_prabanXana#sUKA_prabanXana#noun#2#RM
drought_resistance	SuRkawA-roXa/anAvqRti_roXa#SuRkawA-roXa/anAvqRti_roXa#noun#2#RM
drought_susceptible	sUKA_pravaNa#sUKA_pravaNa#noun#2#RM
drought_tolerant	sUKA_roXI#sUKA_roXI#noun#2#RM
dry_aggregate	kula_SuRkawA#kula_SuRkawA#noun#2#RM
dry_calorific_value	sUKA_uRmIyamAna#sUKA_uRmIyamAna#noun#2#RM
dry_climates	SuRka_jalavAyu#SuRka_jalavAyu#noun#2#RM
dry_ginger	sOMTa#sOMTa#noun#2#RM
dryland_crops	bArAnI_PasaleM#bArAnI_PasaleM#noun#2#RM
dryland_farming	bArAnI_KewI#bArAnI_KewI#noun#2#RM
dryland_society	bArAnI_kqRi_saMsWA#bArAnI_kqRi_saMsWA#noun#2#RM
dry_weight_percentage	SuRka_wola_prawiSawa#SuRka_wola_prawiSawa#noun#2#RM
dust_mulch	XUla_palavAra#XUla_palavAra#noun#2#RM
early_maturing	agewI_pakane_vAlI#agewI_pakane_vAlI#noun#2#RM
economic_activities	ArWika_gawiviXiyAz#ArWika_gawiviXiyAz#noun#2#RM
economical_plants	lABakara_pOXe#lABakara_pOXe#noun#2#RM
economic_analysis	ArWika_viSleRaNa#ArWika_viSleRaNa#noun#2#RM
economic_condition	ArWika_sWiwi#ArWika_sWiwi#noun#2#RM
edible_pine	cilagojA#cilagojA#noun#2#RM
effected_part	grasiwa_BAga#grasiwa_BAga#noun#2#RM
effective_precipitation	praBAvI_avapawana#praBAvI_avapawana#noun#2#RM
elite_lines	cunI_huI_SreRTa_vaMSAvaliyAM#cunI_huI_SreRTa_vaMSAvaliyAM#noun#2#RM
eluvial_horizon	apoDa_saMswara#apoDa_saMswara#noun#2#RM
embryo_culture	BrUNa_saMvarXana#BrUNa_saMvarXana#noun#2#RM
equivalent_diameter	wulya_vyAsa/sama_vyAsa/samawulya_vyAsa#wulya_vyAsa/sama_vyAsa/samawulya_vyAsa#noun#2#RM
eroded_clay	aparaxiwa_mqwwikA#aparaxiwa_mqwwikA#noun#2#RM
erode_to	aparaxana#aparaxana#noun#2#RM
erosion_accelerated	wvariwa_aparaxana#wvariwa_aparaxana#noun#2#RM
erosion_gully	avanAlikA_aparaxana#avanAlikA_aparaxana#noun#2#RM
erosion_normal	sAmAnya_BU-kRaraNa#sAmAnya_BU-kRaraNa#noun#2#RM
erosion_pavement	UparI_swara_aparaxana#UparI_swara_aparaxana#noun#2#RM
erosion_rill	alpasariwa_aparaxana#alpasariwa_aparaxana#noun#2#RM
erosion_sheet	pqRTa_aparaxana#pqRTa_aparaxana#noun#2#RM
erratic_rain_fall	aniyamiwa_varRA#aniyamiwa_varRA#noun#2#RM
evaporated_milk	vARpiwa_xUXa#vARpiwa_xUXa#noun#2#RM
evaporation_pan	vARpana_kuNdA/vARpana_pEna#vARpana_kuNdA/vARpana_pEna#noun#2#RM
evaporation_potential	vARpana_kRamawA#vARpana_kRamawA#noun#2#RM
exchangeable_sodium_percentage	vinimaya_sodiyama_prawiSawa#vinimaya_sodiyama_prawiSawa#noun#2#RM
exchange_value	vinimaya_mUlya#vinimaya_mUlya#noun#2#RM
existing_and_improved	varwamAna_evaM_unnawa/behawara#varwamAna_evaM_unnawa/behawara#noun#2#RM
exlcusive_right	ekamAwra_aXikAra#ekamAwra_aXikAra#noun#2#RM
exotic_material	asAmAnya_paxArWa#asAmAnya_paxArWa#noun#2#RM
experience_of_farmers	kqRaka_anuBava#kqRaka_anuBava#noun#2#RM
experimental_farming	prayogAwmaka_KewI#prayogAwmaka_KewI#noun#2#RM
experimental_field	prAyogika_Kewa/prayogAwmaka#prAyogika_Kewa/prayogAwmaka#noun#2#RM
experimental_fields	prayogAwmaka_kRewra#prayogAwmaka_kRewra#noun#2#RM
experimental_learning	prayogAwmaka_aXyayana#prayogAwmaka_aXyayana#noun#2#RM
exposure_visit	paricAyAwmaka_xOrA#paricAyAwmaka_xOrA#noun#2#RM
ex_site	mUla_sWAna_se_ala_ga#mUla_sWAna_se_ala_ga#noun#2#RM
extended_technology	prOxyogikI_viswAra#prOxyogikI_viswAra#noun#2#RM
extend_of_technology	prOxyogikI_kA_viswAra#prOxyogikI_kA_viswAra#noun#2#RM
extra_axillary_bud	awirikwa_kakRasWa_kalikA#awirikwa_kakRasWa_kalikA#noun#2#RM
farmer/farming_community	kqRaka_samuxAya#kqRaka_samuxAya#noun#2#RM
farmer_innovators	anveRaka_kisAna#anveRaka_kisAna#noun#2#RM
farmers_organization	kisAna_safgaTana#kisAna_safgaTana#noun#2#RM
farm_implements	kqRi_OjAra#kqRi_OjAra#noun#2#RM
farming_system	kqRi_praNAlI/kqRivyavasWA#kqRi_praNAlI/kqRivyavasWA#noun#2#RM
farm_machanization	Pasala_yAnwrIkaraNa#Pasala_yAnwrIkaraNa#noun#2#RM
farm_machine	kqRi_yanwra#kqRi_yanwra#noun#2#RM
farm_practices	PArma_kArya_praNAlI#PArma_kArya_praNAlI#noun#2#RM
farm_waste	kqRi_avaSeRa#kqRi_avaSeRa#noun#2#RM
farmyard_manure	KalihAnI_KAxa#KalihAnI_KAxa#noun#2#RM
fat_solvent	vasA_vilAyaka#vasA_vilAyaka#noun#2#RM
fatty_acid	vasA_umla#vasA_umla#noun#2#RM
fiber_fineness	wanwu_mahInawA#wanwu_mahInawA#noun#2#RM
fiber_quality	wanwu_kI_guNawA#wanwu_kI_guNawA#noun#2#RM
fiber_strength	wanwu_kI_majabUwI#wanwu_kI_majabUwI#noun#2#RM
field_capacity	kRewra_kRamawA/PIlda_kRamawA#kRewra_kRamawA/PIlda_kRamawA#noun#2#RM
field_level_survey	kRewrIya_swara_para_sarvekRaNa#kRewrIya_swara_para_sarvekRaNa#noun#2#RM
field_supervision	kRewrIya_paryavekRaNa#kRewrIya_paryavekRaNa#noun#2#RM
field_work	kRewrIya_kArya#kRewrIya_kArya#noun#2#RM
financial_analysis	viwwIya_samIkRA#viwwIya_samIkRA#noun#2#RM
financial_crisis	viwwIya_safkata#viwwIya_safkata#noun#2#RM
financial_year	viwwIya_varRa#viwwIya_varRa#noun#2#RM
fine_texture	bArIka_kaNa-AkAra#bArIka_kaNa-AkAra#noun#2#RM
finger_millet	maNduA/rAgI/maNduA#maNduA/rAgI/maNduA#noun#2#RM
fire_forest	xavAnala#xavAnala#noun#2#RM
fire_line	PAyara/lAina#PAyara/lAina#noun#2#RM
fire_protection	agni_surakRA#agni_surakRA#noun#2#RM
fire_season	Aga_ke_mOsama#Aga_ke_mOsama#noun#2#RM
fishing_vessal	maCalI_pakadane_kI_nOkA/mawsya_powa#maCalI_pakadane_kI_nOkA/mawsya_powa#noun#2#RM
fish_seed	maCalI_kA_jIrA#maCalI_kA_jIrA#noun#2#RM
fixed_costs	bazXI_lAgawa#bazXI_lAgawa#noun#2#RM
fixed_price	nirXAriwa_mUlya#nirXAriwa_mUlya#noun#2#RM
flag_leaf	Xvaja_pawwA#Xvaja_pawwA#noun#2#RM
flooding_soil	AplAvana_mqxA#AplAvana_mqxA#noun#2#RM
flood_plain	bADa_mExAna#bADa_mExAna#noun#2#RM
flood_prone	bADa_pravaNa#bADa_pravaNa#noun#2#RM
floor_price	nimnawama_mUlya#nimnawama_mUlya#noun#2#RM
flow_velocity	srAva_gawi/bahAva_gawi#srAva_gawi/bahAva_gawi#noun#2#RM
fodder_crop	cArA_Pasala#cArA_Pasala#noun#2#RM
fodder_grass	cArA_GAsa#cArA_GAsa#noun#2#RM
fog_precipitation	kuharA_avapawana#kuharA_avapawana#noun#2#RM
folk_varieties	loka_upajAwiyAM#loka_upajAwiyAM#noun#2#RM
food_assurance	KAxya_suniSciwawA#KAxya_suniSciwawA#noun#2#RM
food_crops	KAxya_PasaleM#KAxya_PasaleM#noun#2#RM
food_grain	KAxyAnna#KAxyAnna#noun#2#RM
food_grains	KAxyAnna#KAxyAnna#noun#2#RM
food_processing	KAxya_prasaMskaraNa#KAxya_prasaMskaraNa#noun#2#RM
forage_crop	cArA_Pasala#cArA_Pasala#noun#2#RM
forage_crops	cArA_PasaleM#cArA_PasaleM#noun#2#RM
foreign_trade	vixeSa_vyApAra#vixeSa_vyApAra#noun#2#RM
forest_community	sAmuxAyika_vana#sAmuxAyika_vana#noun#2#RM
forestry_farm	vanavixyA_PArma#vanavixyA_PArma#noun#2#RM
forest_secondary	paravarwI_vana#paravarwI_vana#noun#2#RM
forest_virgin	vana/virjina#vana/virjina#noun#2#RM
fortline_demonstration	agraNI_praxarSana_yA_nixarSana#agraNI_praxarSana_yA_nixarSana#noun#2#RM
foundation_seed	AXAra_bIja#AXAra_bIja#noun#2#RM
free_from_disease	roga_mukwa#roga_mukwa#noun#2#RM
free_trade_zone	mukwa_vyApAra_kRewra#mukwa_vyApAra_kRewra#noun#2#RM
frequency_distribution	bArambArawA/baNtana#bArambArawA/baNtana#noun#2#RM
front_line_demostraton	agrima_pakwi_praxarSana#agrima_pakwi_praxarSana#noun#2#RM
frost_free_season	wuRArahIna_qwu/mOsama#wuRArahIna_qwu/mOsama#noun#2#RM
frost_radiation	wuRAra_vikiraNa/pAlA_vikiraNa#wuRAra_vikiraNa/pAlA_vikiraNa#noun#2#RM
fungus_flora	kavaka_vanaspawi_samUha#kavaka_vanaspawi_samUha#noun#2#RM
gene_pools	jEvika_guNoM_kA_BaNdAra#jEvika_guNoM_kA_BaNdAra#noun#2#RM
genetic_library	anuvaMSika_BaNdAra#anuvaMSika_BaNdAra#noun#2#RM
geographical_information_system	BOgolika_sUcanA_praNAlI#BOgolika_sUcanA_praNAlI#noun#2#RM
geographic_area	BOgolika_kRewra#BOgolika_kRewra#noun#2#RM
germination_percentage	afkuraNa_prawiSawa#afkuraNa_prawiSawa#noun#2#RM
ginning_percentage	otAI_prawiSawa#otAI_prawiSawa#noun#2#RM
global_radiation	vEiAka_vikiraNa#vEiAka_vikiraNa#noun#2#RM
gold_medal	svarNa_paxaka#svarNa_paxaka#noun#2#RM
grafted_plant	kalamI_pOXA#kalamI_pOXA#noun#2#RM
grain_quality	anAja_guNavawwA#anAja_guNavawwA#noun#2#RM
gravitation_water	guruwvAkarRaNa_jala#guruwvAkarRaNa_jala#noun#2#RM
grazing_capacity	carAI_kRamawA#carAI_kRamawA#noun#2#RM
grazing_controlled	niyanwriwa_carAI#niyanwriwa_carAI#noun#2#RM
grazing_incidence	Apawana_carAI#Apawana_carAI#noun#2#RM
grazing_seasonal	mOsamI_carAI#mOsamI_carAI#noun#2#RM
greater_cardamom	badI_ilAyacI#badI_ilAyacI#noun#2#RM
green_gram	mUfga#mUfga#noun#2#RM
green_house_effect	pAxapa_gqha_praBAva/pAxapa-gqha_praBAva#pAxapa_gqha_praBAva/pAxapa-gqha_praBAva#noun#2#RM
green_house	pOXa_Gara#pOXa_Gara#noun#2#RM
green_leaf_manure	harI_pawwiyoM_kI_KAxa#harI_pawwiyoM_kI_KAxa#noun#2#RM
green_lentil	mUfga#mUfga#noun#2#RM
green_manure	harI_KAxa#harI_KAxa#noun#2#RM
green_manuring	harI_KAxa_xenA#harI_KAxa_xenA#noun#2#RM
grey_mildew	xahiyA_roga#xahiyA_roga#noun#2#RM
gross_domestic_product	sakala_GarelU_uwpAxa#sakala_GarelU_uwpAxa#noun#2#RM
ground_level	BUmiwala#BUmiwala#noun#2#RM
groundwater_run-off	BUmigawa_jala_apavAha#BUmigawa_jala_apavAha#noun#2#RM
growth_factor	vqxXi_Gataka#vqxXi_Gataka#noun#2#RM
growth_regulating_substance	vqxXi_niyAmaka_paxArWa#vqxXi_niyAmaka_paxArWa#noun#2#RM
gully_control	galI_niyanwraNa#galI_niyanwraNa#noun#2#RM
hairy_caterpiler	royexAra_illI#royexAra_illI#noun#2#RM
hand_ginning_machine	caraKA_otAI_maSIna#caraKA_otAI_maSIna#noun#2#RM
harvest_index	pExAvAra_sUcakAfka#pExAvAra_sUcakAfka#noun#2#RM
heavy_clay	matiyAra/BArI_mqxA#matiyAra/BArI_mqxA#noun#2#RM
heavy_soil	BArI_mqxA#BArI_mqxA#noun#2#RM
hhoary_basil	wulasI#wulasI#noun#2#RM
horse_grass	kulaWI#kulaWI#noun#2#RM
humidity_index	AxrrawA_sUcakAfka/namI_sUcakAfka#AxrrawA_sUcakAfka/namI_sUcakAfka#noun#2#RM
hybrid_vigor	safkara_oja#safkara_oja#noun#2#RM
hydraulic_conductivity	xravacAliwa_saMvAhakawA#xravacAliwa_saMvAhakawA#noun#2#RM
hydrolic_conductivity	jala-cAlakawA#jala-cAlakawA#noun#2#RM
hydrological_balance	jalavEjFAnika_sanwulana#jalavEjFAnika_sanwulana#noun#2#RM
hydrologic_budget	jalavEjFAnika_bajata#jalavEjFAnika_bajata#noun#2#RM
hydrologic_cycle	jalacakra/jalavARpacakra#jalacakra/jalavARpacakra#noun#2#RM
hygroscopic_water	AxrrawAgrAhI_jala#AxrrawAgrAhI_jala#noun#2#RM
immature_inflorescence	apakva_puRpakrama#apakva_puRpakrama#noun#2#RM
impeded_drainage	avaruxXa_jala_nikAsa#avaruxXa_jala_nikAsa#noun#2#RM
imported_varieties	AyAwiwa_kismeM#AyAwiwa_kismeM#noun#2#RM
import_restriction	AyAwa_prawibanXa#AyAwa_prawibanXa#noun#2#RM
improved_breed	behawara_nasla#behawara_nasla#noun#2#RM
improved_implements	navInawama_upakaraNa/unnawa_OjAra#navInawama_upakaraNa/unnawa_OjAra#noun#2#RM
improved_varieties	unnawa_kismeM#unnawa_kismeM#noun#2#RM
incipient_wilting	AramBI_mlAni#AramBI_mlAni#noun#2#RM
income_&_expenditure_account	Aya-vyaya_leKA#Aya-vyaya_leKA#noun#2#RM
indigenous_knowledge_system	svaxeSI_jFAna_paxXawiyAM#svaxeSI_jFAna_paxXawiyAM#noun#2#RM
indirect_expenses	aprawyakRa_vyaya#aprawyakRa_vyaya#noun#2#RM
individual_plant_selection	eka_pOXIya_varaNa#eka_pOXIya_varaNa#noun#2#RM
indo-gangetic_alluvium	iMdo-gEMgetaka_xomata#iMdo-gEMgetaka_xomata#noun#2#RM
infiltrability_of_soil	mqxA_kA_risAva#mqxA_kA_risAva#noun#2#RM
infiltration_rate	anwaH_spanxana_xaha/risAva_xara#anwaH_spanxana_xaha/risAva_xara#noun#2#RM
infiltration_velosity	risAva_vega/rivAsa_gawi#risAva_vega/rivAsa_gawi#noun#2#RM
information_technology	sUcanA_prOxyogikI#sUcanA_prOxyogikI#noun#2#RM
in-home_selling	GarelU_bikrI#GarelU_bikrI#noun#2#RM
inorganic_fertiliser	ajEva_KAxa/urvaraka#ajEva_KAxa/urvaraka#noun#2#RM
input-output_ratio	AxAna-praxAna_anupAwa#AxAna-praxAna_anupAwa#noun#2#RM
in_relation_to	ke_paripekRya_meM#ke_paripekRya_meM#noun#2#RM
insect_pest	hAnikAraka_kIta/kIta_pIdaka/nASI_kIta#hAnikAraka_kIta/kIta_pIdaka/nASI_kIta#noun#2#RM
insect_preservation	kIta_parirakRaNa#kIta_parirakRaNa#noun#2#RM
in-situ_moisture_conservation	svasWAne_namI_saMrakRaNa#svasWAne_namI_saMrakRaNa#noun#2#RM
in_situ	svasWAne#svasWAne#noun#2#RM
instalment_sale	bikrI_kiSwa#bikrI_kiSwa#noun#2#RM
insurance_crop	Pasala_bImA#Pasala_bImA#noun#2#RM
integrated_circuits	samekiwa_paripaWa#samekiwa_paripaWa#noun#2#RM
integrated_farming_system	samekiwa_kqRi_praNAlI#samekiwa_kqRi_praNAlI#noun#2#RM
integrated_market	samekiwa_bAjAra#samekiwa_bAjAra#noun#2#RM
integrated_nutrient	samekiwa_poRaNa#samekiwa_poRaNa#noun#2#RM
integrated_pest_management	samekiwa_nASIjIva_prabanXana#samekiwa_nASIjIva_prabanXana#noun#2#RM
integrated_water_&_nutrient_management	samekiwa_jala_evaM_poRaka_prabanXana#samekiwa_jala_evaM_poRaka_prabanXana#noun#2#RM
integration_nutrition_management	samekiwa_poRaNa_prabanXana#samekiwa_poRaNa_prabanXana#noun#2#RM
integration_of_livestock	paSuXana_kA_samAkalana#paSuXana_kA_samAkalana#noun#2#RM
intellectual_goods	bOxXiwa_vaswueM#bOxXiwa_vaswueM#noun#2#RM
intellectual_property_right	bOxXika_sampawwi_aXikAra#bOxXika_sampawwi_aXikAra#noun#2#RM
intensity_of_cropping	Pasala/sasya_aXikawA#Pasala/sasya_aXikawA#noun#2#RM
intensity_of_crop	sasya_saGanawA#sasya_saGanawA#noun#2#RM
intensive_cultivation/farming	saGana_KewI#saGana_KewI#noun#2#RM
intensive_farming	saGana_KewI/kqRi#saGana_KewI/kqRi#noun#2#RM
intensive_research	gahana_anusanXAna#gahana_anusanXAna#noun#2#RM
intergeneric_cross	anwarAvaMSa_safkara#anwarAvaMSa_safkara#noun#2#RM
international_crop_research_institute_for_semi_arid_tropics_(icrisat)	anwarrARtrIya_arXa-SuRka_URNakatibanXIya_Pasala_anusanXAna_saMsWAna#anwarrARtrIya_arXa-SuRka_URNakatibanXIya_Pasala_anusanXAna_saMsWAna#noun#2#RM
international_feed_resources_unit	anwarrARtrIya_cArA_saMsAXana_ekaka#anwarrARtrIya_cArA_saMsAXana_ekaka#noun#2#RM
international_monetary_fund	anwarrARtrIya_muxrA_koRa#anwarrARtrIya_muxrA_koRa#noun#2#RM
international_recognition	anwarrARtrIya_mAnyawA#anwarrARtrIya_mAnyawA#noun#2#RM
inter_product	anwarA_uwpAxa#anwarA_uwpAxa#noun#2#RM
inter_se	paraspara#paraspara#noun#2#RM
inter_varietal_cross	anwarA_kisma/anwaHkisma_safkara#anwarA_kisma/anwaHkisma_safkara#noun#2#RM
intraspecific_diversity	jAwimaya_viviXawA#jAwimaya_viviXawA#noun#2#RM
inveinal_chlorosis	SirAoM_ke_bIca_kA_BAga_pIlA_padanA#SirAoM_ke_bIca_kA_BAga_pIlA_padanA#noun#2#RM
in_vitro	kqwrima_parisWiwiyoM_meM#kqwrima_parisWiwiyoM_meM#noun#2#RM
irregular_bearing	aniyamiwa_Palana#aniyamiwa_Palana#noun#2#RM
irrigation_drainage_engineering	siMcAI_nikAsI_aBiyAnwrikI#siMcAI_nikAsI_aBiyAnwrikI#noun#2#RM
irrigation_efficiency	siMcAI_kRamawA#siMcAI_kRamawA#noun#2#RM
isolated_store_cluster	ekaliwa_BaNdAra_samUha#ekaliwa_BaNdAra_samUha#noun#2#RM
italian_millet	kafganI#kafganI#noun#2#RM
ivy_gourd	kuxasa#kuxasa#noun#2#RM
jack_tree	katahala#katahala#noun#2#RM
