#administrative multi word dictionary extracted by Shubangi. Formatted by Roja (26-01-2016)	#administrative multi word dictionary extracted by Shubangi. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries	#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case	#          2) English words are converted to lower case
#          3) Added category as 'noun' by default	#          3) Added category as 'noun' by default
#	   4) If last word is not punctuation then treated last word as head 
#	      or else treated last but one word as head
#################################################################################	#################################################################################
certificate_officer	pramANa-pawra_aXikArI/sartiPiketa_aPasara#pramANa-pawra_aXikArI/sartiPiketa_aPasara#noun#2#RM
certification_centre	pramANIkaraNa_keMxra#pramANIkaraNa_keMxra#noun#2#RM
certified_copy	pramANiwa_prawi/pramANiwa_nakala#pramANiwa_prawi/pramANiwa_nakala#noun#2#RM
certifying_officer	pramANakarwA_aXikArI#pramANakarwA_aXikArI#noun#2#RM
cess_revaluation_officer	upakara-punarmUlyana_aXikArI#upakara-punarmUlyana_aXikArI#noun#3#RM
chairman_and_managing_director	aXyakRa_waWA_prabanXa_nixeSaka#aXyakRa_waWA_prabanXa_nixeSaka#noun#4#RM
chamber_of_commerce	vANijya_maNdala/vANijya_maNdala#vANijya_maNdala/vANijya_maNdala#noun#3#RM
change_slip	parivarwana_parcI#parivarwana_parcI#noun#2#RM
characer_roll	cariwra_paFjI#cariwra_paFjI#noun#2#RM
character_assassination	cariwra_hanana#cariwra_hanana#noun#2#RM
character_certificate	cariwra_pramANapawra#cariwra_pramANapawra#noun#2#RM
charge_affairs_(_enpied_)	kAryaxUwa_(sWAyI)#kAryaxUwa_(sWAyI)#noun#4#RM
charge_handed_over	kAryaBAra_sOMpa_xiyA#kAryaBAra_sOMpa_xiyA#noun#3#RM
charge_of_affairs_(_ad_interim_)	kAryaxUwa_(asWAyI)#kAryaxUwa_(asWAyI)#noun#6#RM
charge_report	kAryaBAra_riporta#kAryaBAra_riporta#noun#2#RM
charge_sheet	Aropa_pawra#Aropa_pawra#noun#2#RM
charitable_endowmen	XarmArWa_akRayaniXi/KErAwI_akRayaniXi#XarmArWa_akRayaniXi/KErAwI_akRayaniXi#noun#2#RM
charitable_trust	XarmArWa_nyAsa/pUrwa_nyAsa(viXi)#XarmArWa_nyAsa/pUrwa_nyAsa(viXi)#noun#2#RM
charity_commissioner	pUrwa_Ayukwa#pUrwa_Ayukwa#noun#2#RM
charity_show	sahAyawArWa_praxarSana#sahAyawArWa_praxarSana#noun#2#RM
charter_party	cArtara_pArtI#cArtara_pArtI#noun#2#RM
chartered_accountan	sanaxI_leKAkAra/cArtariwa_leKAkAra#sanaxI_leKAkAra/cArtariwa_leKAkAra#noun#2#RM
chartered_accountant	cArtarda_akAuNteMta/sanaxI_leKAkAra#cArtarda_akAuNteMta/sanaxI_leKAkAra#noun#2#RM
chartered_aircraft	cArtariwa_vAyuyAna#cArtariwa_vAyuyAna#noun#2#RM
chartered_bus	cArtariwa_basa#cArtariwa_basa#noun#2#RM
chasing_assistant	anuvIkRaNa_sahAyaka#anuvIkRaNa_sahAyaka#noun#2#RM
chauffecur_of_staff_car	stAPakAra_cAlaka#stAPakAra_cAlaka#noun#4#RM
check_clerk	padawAla_klarka#padawAla_klarka#noun#2#RM
check_measuring_officer	mApa-parIkRaNa_aXikArI#mApa-parIkRaNa_aXikArI#noun#3#RM
check_post	jAca_cOkI/jAca_nAkA#jAca_cOkI/jAca_nAkA#noun#2#RM
check_supervisor	padawAla_paryavekRaka#padawAla_paryavekRaka#noun#2#RM
checked_and_found_correct	jAca_kI_Ora_sahI_pAyA#jAca_kI_Ora_sahI_pAyA#noun#4#RM
checking_guard	padawAla_gArda#padawAla_gArda#noun#2#RM
checking_officer	padawAla_aXikArI#padawAla_aXikArI#noun#2#RM
chemical_and_metallurgical_assistant	rasAyana_Ora_XAwukarma_sahAyaka#rasAyana_Ora_XAwukarma_sahAyaka#noun#4#RM
chemical_examination	rAsAyanika_parIkRaNa#rAsAyanika_parIkRaNa#noun#2#RM
chemical_examiner	rasAyana_parIkRaka#rasAyana_parIkRaka#noun#2#RM
chemical_research_institute	rasAyana_anusanXAna_saMsWAna#rasAyana_anusanXAna_saMsWAna#noun#3#RM
chemist_and_druggist	rasAyana_evaM_ORaXa_vikrewA#rasAyana_evaM_ORaXa_vikrewA#noun#3#RM
chest_facility	wijorI_suviXA#wijorI_suviXA#noun#2#RM
chief_(_defence_)	cIPa_(rakRA)#cIPa_(rakRA)#noun#3#RM
chief_,_university_employment_information_and_guidance_bureau	pramuKa/viSvavixyAlaya_sevA-yojanA/sUcanA_Ora_mArga_xarSanYa_byUro#pramuKa/viSvavixyAlaya_sevA-yojanA/sUcanA_Ora_mArga_xarSanYa_byUro#noun#8#RM
chief_administrative_officer	muKya_praSAsana_aXikArI#muKya_praSAsana_aXikArI#noun#3#RM
chief_advertising_assistant	muKya_vijFApana_sahAyaka#muKya_vijFApana_sahAyaka#noun#3#RM
chief_adviser	muKya_salAhakAra#muKya_salAhakAra#noun#2#RM
chief_auditor	muKya_leKA-parIkRaka#muKya_leKA-parIkRaka#noun#2#RM
chief_auditor_,_commercial_accounts	muKya_leKA-parIkRaka/vANijya_leKA#muKya_leKA-parIkRaka/vANijya_leKA#noun#5#RM
chief_booking_clerk	muKya_tikata-bAbu_/muKya_bukiMga_klarka#muKya_tikata-bAbu_/muKya_bukiMga_klarka#noun#3#RM
chief_cash_witness	muKya_rokada_sAkRI#muKya_rokada_sAkRI#noun#3#RM
chief_cashier_and_paymaster	muKya_rokadafyA_Ora_vewanamAstara#muKya_rokadafyA_Ora_vewanamAstara#noun#4#RM
chief_cashier_and_paymenter	muKya_rokadLyA_waWA_BugawAnakarwA#muKya_rokadLyA_waWA_BugawAnakarwA#noun#4#RM
chief_catering_inspector	muKya_KAna-pAna_nirIkRaka/muKya_Bojana-prabanXa_nirIkRaka#muKya_KAna-pAna_nirIkRaka/muKya_Bojana-prabanXa_nirIkRaka#noun#3#RM
chief_clerk	muKya_klarka#muKya_klarka#noun#2#RM
chief_commercial_superintendent	muKya_vANijya_aXIkRaka#muKya_vANijya_aXIkRaka#noun#3#RM
chief_commissioner	muKya_Ayukwa#muKya_Ayukwa#noun#2#RM
chief_conservator_of_forests	mahA_vanasaMrakRaka#mahA_vanasaMrakRaka#noun#4#RM
chief_controller	muKya_niyanwraka#muKya_niyanwraka#noun#2#RM
chief_controller_,_printing_and_stationery	muKya_niyanwraka/muxraNa_Ora_leKana-sAmagrI#muKya_niyanwraka/muxraNa_Ora_leKana-sAmagrI#noun#6#RM
chief_controller_of_accounts	muKya_leKA-niyanwraka#muKya_leKA-niyanwraka#noun#4#RM
chief_controller_of_imports_and_exports	AyAwa-niryAwa_muKya_niyanwraka#AyAwa-niryAwa_muKya_niyanwraka#noun#6#RM
chief_crane_inspector	muKya_krena_nirIkRaka#muKya_krena_nirIkRaka#noun#3#RM
chief_design_assistant	muKya_afBakalpa_sahAyaka#muKya_afBakalpa_sahAyaka#noun#3#RM
chief_editor	muKya_sampAxaka#muKya_sampAxaka#noun#2#RM
chief_electoral_officer	muKya_nirvAcana_aXikArI#muKya_nirvAcana_aXikArI#noun#3#RM
chief_electrical_engineer	muKya_bijalI_iMjIniyara#muKya_bijalI_iMjIniyara#noun#3#RM
chief_engineer	muKya_iMjIniyara/muKya_afBayanwA#muKya_iMjIniyara/muKya_afBayanwA#noun#2#RM
chief_engineer_,_water_supply	muKya_iMjIniyara/jala_pUrwi#muKya_iMjIniyara/jala_pUrwi#noun#5#RM
chief_engineer_electric_supply	muKya_iMjIniyara/bijalI_pUrwi#muKya_iMjIniyara/bijalI_pUrwi#noun#4#RM
chief_enquiry_and_reservation_supervisor	muKya_pUCawACa_Ora_ArakRaNa_paryavekRaka#muKya_pUCawACa_Ora_ArakRaNa_paryavekRaka#noun#5#RM
chief_estimator	muKya_prAkkalaka#muKya_prAkkalaka#noun#2#RM
chief_fire_officer	muKya_agniSamana_aXikArI#muKya_agniSamana_aXikArI#noun#3#RM
chief_goods_shed_superintendent	muKya_mAlagoxAma_aXIkRaka#muKya_mAlagoxAma_aXIkRaka#noun#4#RM
chief_grainshop_inspector	muKya_KAxyAnna_xukAna_nirIkRaka#muKya_KAxyAnna_xukAna_nirIkRaka#noun#3#RM
chief_inspector	muKya_nirIkRaka#muKya_nirIkRaka#noun#2#RM
chief_inspector_,_wireless	muKya_nirIkRaka/bewAra#muKya_nirIkRaka/bewAra#noun#4#RM
chief_instructor_(_management_)	muKya_anuxeSaka_(prabanXa)#muKya_anuxeSaka_(prabanXa)#noun#4#RM
chief_jig_and_tool_designer	muKya_jiga_Ora_OjAra_afBakalpaka#muKya_jiga_Ora_OjAra_afBakalpaka#noun#5#RM
chief_judge	muKya_nyAyAXISa#muKya_nyAyAXISa#noun#2#RM
chief_justice	muKya_nyAyapUrwi#muKya_nyAyapUrwi#noun#2#RM
chief_labour_commissioner	muKya_Srama_Ayukwa#muKya_Srama_Ayukwa#noun#3#RM
chief_law_assistant	muKya_viMGa_sahAyaka#muKya_viMGa_sahAyaka#noun#3#RM
chief_luggage_clerk	muKya_sAmAna_klarka#muKya_sAmAna_klarka#noun#3#RM
chief_manager	muKya_prabanXaka#muKya_prabanXaka#noun#2#RM
chief_mechanical_draftsman	muKya_yAnwrika_drAPtsamEna#muKya_yAnwrika_drAPtsamEna#noun#3#RM
chief_mechanical_engineer	muKya_yAnwrika_iMjIniyara#muKya_yAnwrika_iMjIniyara#noun#3#RM
chief_medical_officer	muKya_cikiwsA_aXikArI#muKya_cikiwsA_aXikArI#noun#3#RM
chief_minister	muKya_manwrI#muKya_manwrI#noun#2#RM
chief_music_adviser	muKya_safgIwa_salAhakAra#muKya_safgIwa_salAhakAra#noun#3#RM
chief_news_editor	muKya_samAcAra_sampAxaka#muKya_samAcAra_sampAxaka#noun#3#RM
chief_of_air_staff	vAyu_senAXyakRa#vAyu_senAXyakRa#noun#4#RM
chief_of_army_staff	Wala_senAXyakRa#Wala_senAXyakRa#noun#4#RM
chief_of_engineering_services	iMjIniyara_sevA_pramuKa#iMjIniyara_sevA_pramuKa#noun#4#RM
chief_of_materials	sAmagrI_ke_pramuKa/cIPa_oYPa_metIriyalsa#sAmagrI_ke_pramuKa/cIPa_oYPa_metIriyalsa#noun#3#RM
chief_of_naval_staff	nO_senAXyakRa#nO_senAXyakRa#noun#4#RM
chief_of_protocol	nayAcAra_pramuKa/protokoYla_pramuKa#nayAcAra_pramuKa/protokoYla_pramuKa#noun#3#RM
chief_office_(_marine_)	muKya_aXikArI_(samuxrI)#muKya_aXikArI_(samuxrI)#noun#4#RM
chief_operation_superintendent	muKya_pracAlana_aXIkRaka#muKya_pracAlana_aXIkRaka#noun#3#RM
chief_organiser	muKya_Ayojaka#muKya_Ayojaka#noun#2#RM
chief_parcel_clerk	muKya_pArsala_klarka#muKya_pArsala_klarka#noun#3#RM
chief_parcel_inspector	muKya_pArsala_nirIkRaka#muKya_pArsala_nirIkRaka#noun#3#RM
chief_pay_and_accounts_officer	muKya_BugawAna_Ora_leKA_aXikArI#muKya_BugawAna_Ora_leKA_aXikArI#noun#5#RM
chief_personnel_officer	muKya_kArmika_aXikArI#muKya_kArmika_aXikArI#noun#3#RM
chief_photographer	muKya_PotogrAPara#muKya_PotogrAPara#noun#2#RM
chief_planner_and_estimator	muKya_yojanAkAra_Ora_prAkaklana#muKya_yojanAkAra_Ora_prAkaklana#noun#4#RM
chief_press_advisor	muKya_presa_salAhakAra#muKya_presa_salAhakAra#noun#3#RM
chief_principal_matron	muKya_praXAna_mEtrana/cIPa_fpraMsipala_mEtrana#muKya_praXAna_mEtrana/cIPa_fpraMsipala_mEtrana#noun#3#RM
chief_producer	muKya_praswuwakarwA#muKya_praswuwakarwA#noun#2#RM
chief_progress_inspector	muKya_pragawi_nirIkRaka#muKya_pragawi_nirIkRaka#noun#3#RM
chief_public_relations_officer	muKya_jana-samparka_aXikArI#muKya_jana-samparka_aXikArI#noun#4#RM
chief_publicity_assistant	muKya_pracAra_sahAyaka#muKya_pracAra_sahAyaka#noun#3#RM
chief_security_officer	muKya_surakRA_aXikArI#muKya_surakRA_aXikArI#noun#3#RM
chief_signal_inspector	muKya_siganala_aXikArI#muKya_siganala_aXikArI#noun#3#RM
chief_signal_telecommunication_engineer	muKya_siganala_Ora_xUrasaFcAra_iMjIniyara#muKya_siganala_Ora_xUrasaFcAra_iMjIniyara#noun#4#RM
chief_statistical_inspector	muKya_sAMfKyakI_nirIkRaka#muKya_sAMfKyakI_nirIkRaka#noun#3#RM
chief_technical_adviser	muKya_wakanIkI_salAhakAra#muKya_wakanIkI_salAhakAra#noun#3#RM
chief_technical_examiner	muKya_wakanIkI_parIkRaka#muKya_wakanIkI_parIkRaka#noun#3#RM
chief_telecommunication_inspector	muKya_xUrasaFcAra_nirIkRaka#muKya_xUrasaFcAra_nirIkRaka#noun#3#RM
chief_telegraph_inspector	muKya_wAra_nirIkRaka#muKya_wAra_nirIkRaka#noun#3#RM
chief_ticket_inspector	muKya_tikata_nirIkRaka#muKya_tikata_nirIkRaka#noun#3#RM
chief_traction_power_controller	muKya_karRaNa_Sakwi_niyanwraka#muKya_karRaNa_Sakwi_niyanwraka#noun#4#RM
chief_trade_instructor	muKya_vyavasAya_anuxeSaka#muKya_vyavasAya_anuxeSaka#noun#3#RM
chief_train_examiner	muKya_gAdI_parIkRaka#muKya_gAdI_parIkRaka#noun#3#RM
chief_transhipment_inspector	muKya_yAnAwaraNa_nirIkRaka#muKya_yAnAwaraNa_nirIkRaka#noun#3#RM
chief_transit_inspector	muKya_pAravahana_nirIkRaka#muKya_pAravahana_nirIkRaka#noun#3#RM
chief_travelline_ticket_inspector	muKya_cala_tikata_nirIkRaka#muKya_cala_tikata_nirIkRaka#noun#4#RM
chief_vigilance_inspector	muKya_sawarkawA_nirIkRaka#muKya_sawarkawA_nirIkRaka#noun#3#RM
chief_whip	muKya_sacewaka#muKya_sacewaka#noun#2#RM
chief_wireless_mechanic	muKya_bewAra_mekEnika#muKya_bewAra_mekEnika#noun#3#RM
chief_wireless_traffic_inspector	muKya_bewAra_yAwAyAwa_nirIkRaka#muKya_bewAra_yAwAyAwa_nirIkRaka#noun#4#RM
chief_yard_master	muKya_yArda_mAstara#muKya_yArda_mAstara#noun#3#RM
child_exploitation	bAla_SoRaNa#bAla_SoRaNa#noun#2#RM
child_labour	bAla_Srama/bAla_majaxUra#bAla_Srama/bAla_majaxUra#noun#2#RM
child_welfare	bAla_kalyANa#bAla_kalyANa#noun#2#RM
chinese_unit	cInI_ekaka#cInI_ekaka#noun#2#RM
cholera_section	hEjA_anuBAga#hEjA_anuBAga#noun#2#RM
chronological_order=chronological_sequence_)	kAlakrama#kAlakrama#noun#3#RM
chronological_summary	kAlakramika_sArAMSa#kAlakramika_sArAMSa#noun#2#RM
cicle_inspector	halakA_nirIkRaka#halakA_nirIkRaka#noun#2#RM
cinder_keeper	siMdara_rakRaka#siMdara_rakRaka#noun#2#RM
cine_cameraman	sine_kEmarAmEna#sine_kEmarAmEna#noun#2#RM
cine_mechanic	sine_mekEnika#sine_mekEnika#noun#2#RM
cine_project_operator	sine_prakRepiwra_pracAlaka#sine_prakRepiwra_pracAlaka#noun#3#RM
cinema_operator	sinemA_pracAlaka/minemA_oYparetara#sinemA_pracAlaka/minemA_oYparetara#noun#2#RM
cipher_(_cypher_)	bIjaleKa/SUnya/siPara#bIjaleKa/SUnya/siPara#noun#3#RM
cipher_officer	bIjaleKa_aXikArI#bIjaleKa_aXikArI#noun#2#RM
circle_commander	safrkala_kamANdara#safrkala_kamANdara#noun#2#RM
circuit_house	viSrAma_Bavana/safrkata_hAusa/viSrAma_Bavana/sarafrkata_hAusa#viSrAma_Bavana/safrkata_hAusa/viSrAma_Bavana/sarafrkata_hAusa#noun#2#RM
circular_letter	paripawra#paripawra#noun#2#RM
circular_route	parikrAmI_paWa/parikrAmI_mArga#parikrAmI_paWa/parikrAmI_mArga#noun#2#RM
circulate_(_as_anotice_)	paricAliwa_karanA/GumAnA#paricAliwa_karanA/GumAnA#noun#4#RM
circulate_and_then_file	sambaxXa_vyakwiyoM_ko_xiKAkara_PAila_kara_xIjie#sambaxXa_vyakwiyoM_ko_xiKAkara_PAila_kara_xIjie#noun#4#RM
circulating_library	paricala_puswakAlaya#paricala_puswakAlaya#noun#2#RM
circumstantial_evidence	parisWiwika_sAkya#parisWiwika_sAkya#noun#2#RM
cited_above	Upara_uxXqwa#Upara_uxXqwa#noun#2#RM
city_allowance	nagara_BawwA#nagara_BawwA#noun#2#RM
city_compensatory_allowance	nagara_prawikara_BawwA#nagara_prawikara_BawwA#noun#3#RM
city_father	nagara-piwA#nagara-piwA#noun#2#RM
city_improvement_trust	nagara_suXAra_nyAsa#nagara_suXAra_nyAsa#noun#3#RM
city_magistrate	nagara_majistreta#nagara_majistreta#noun#2#RM
civic_amenities	nAgarika_suviXAe#nAgarika_suviXAe#noun#2#RM
civil_aeronautics_board	nAgara_vEmAnikI_borda#nAgara_vEmAnikI_borda#noun#3#RM
civil_and_session_court	sivila_Ora_sESansa_nyAyAlaya#sivila_Ora_sESansa_nyAyAlaya#noun#4#RM
civil_armament_and_production	sivila_ArmAmenta_waWA_upAxana_nixeSAlaya#sivila_ArmAmenta_waWA_upAxana_nixeSAlaya#noun#4#RM
civil_armament_and_production_directorate	sivila_AyuXa_waWA_upAxana_nixeSAlaya#sivila_AyuXa_waWA_upAxana_nixeSAlaya#noun#5#RM
civil_aviation	nAgara_vimAnana/sivila_vimAnana#nAgara_vimAnana/sivila_vimAnana#noun#2#RM
civil_code	nAgarika_saMhiwA/sivila_saMhiwA#nAgarika_saMhiwA/sivila_saMhiwA#noun#2#RM
civil_construction_wing	sivila_nirmANa_skanXa#sivila_nirmANa_skanXa#noun#3#RM
civil_court	xIvAnI_kacaharI/sivila_nyAyAlaya#xIvAnI_kacaharI/sivila_nyAyAlaya#noun#2#RM
civil_defence	nAgarika_surakRA#nAgarika_surakRA#noun#2#RM
civil_defence_department	sivila_rakRA_viBAga#sivila_rakRA_viBAga#noun#3#RM
civil_defence_officer	sivila_rakRA_aXikArI#sivila_rakRA_aXikArI#noun#3#RM
civil_dispensary	sivila_ORaXAlaya#sivila_ORaXAlaya#noun#2#RM
civil_engineer	sivila_iMjIniyara#sivila_iMjIniyara#noun#2#RM
civil_engineering	sivila_iMjIniyarI#sivila_iMjIniyarI#noun#2#RM
civil_judge	sivila_nyAyAXISa#sivila_nyAyAXISa#noun#2#RM
civil_list	aXikArI_sUcI/sivila_sUcI#aXikArI_sUcI/sivila_sUcI#noun#2#RM
civil_marriage	axAlawI_vivAha/sivila_vivAha#axAlawI_vivAha/sivila_vivAha#noun#2#RM
civil_procedure_code	sivila_prakriyA_saMhiwA#sivila_prakriyA_saMhiwA#noun#3#RM
civil_rights	nAgarika_aXikAra#nAgarika_aXikAra#noun#2#RM
civil_service	sivila_sevA#sivila_sevA#noun#2#RM
civil_suit	xIvAnI_mukaxamA/sivila_vAxa#xIvAnI_mukaxamA/sivila_vAxa#noun#2#RM
civil_supplies	nAgarika_pUrwi#nAgarika_pUrwi#noun#2#RM
civil_surgeon	sivila_sarjana#sivila_sarjana#noun#2#RM
civil_war	gqha_yaxXa#gqha_yaxXa#noun#2#RM
civilian_passage_officer	sivila_yAwrA_aXikArI#sivila_yAwrA_aXikArI#noun#3#RM
claim_for_refund	Xana_vApasI_kA_xAvA#Xana_vApasI_kA_xAvA#noun#3#RM
claims_inspector	xAvA_nirIkRaka#xAvA_nirIkRaka#noun#2#RM
claims_officer	xAvA_aXikArI#xAvA_aXikArI#noun#2#RM
claims_prevention_inspector	xAvA_nivAraka_nirIkRaka#xAvA_nivAraka_nirIkRaka#noun#3#RM
claims_prevention_organisation	xAvA_nivAraNa_safgaTana#xAvA_nivAraNa_safgaTana#noun#3#RM
claims_tracer	xAvA_tresara#xAvA_tresara#noun#2#RM
class_of_pension	peMSana_varga#peMSana_varga#noun#3#RM
classical_language_teacher	prAcIna_BARA_SikRaka#prAcIna_BARA_SikRaka#noun#3#RM
classification_of_stores	sAmAna_kA_vargIkaraNa#sAmAna_kA_vargIkaraNa#noun#3#RM
classified_advertisement	vargIkqwa_vijFApana#vargIkqwa_vijFApana#noun#2#RM
classified_documents	vargIkqwa_xaswAveja#vargIkqwa_xaswAveja#noun#2#RM
clean_service	niRkalafka_sevA#niRkalafka_sevA#noun#2#RM
cleaner_driver	klInara_drAivara#klInara_drAivara#noun#2#RM
clear_day	pUrA_xina#pUrA_xina#noun#2#RM
clear_service	niRkalafka_sevA#niRkalafka_sevA#noun#2#RM
clear_vacancy	spaRta_rikwi#spaRta_rikwi#noun#2#RM
clearing_agent	nikAsI_ejeMta#nikAsI_ejeMta#noun#2#RM
clerical_cadre	lipika_saMvarga/lipika_kAdara#lipika_saMvarga/lipika_kAdara#noun#2#RM
clerical_error	leKana_aSuxfXa_leKana-wruti/liKAI_kI_BUla#leKana_aSuxfXa_leKana-wruti/liKAI_kI_BUla#noun#2#RM
clerical_staff	lipika_varga#lipika_varga#noun#2#RM
clinical_assistant	nExAnika_sahAyaka#nExAnika_sahAyaka#noun#2#RM
clinical_pathologist	nExAnika_vikqwi-vijFAnI#nExAnika_vikqwi-vijFAnI#noun#2#RM
cloak_room	kloka_rUma/amAnawI_sAmAnaGara#kloka_rUma/amAnawI_sAmAnaGara#noun#2#RM
clock_mechanic	GadI_mekEnika#GadI_mekEnika#noun#2#RM
close_of_the_year	varRa_kI_samApwi#varRa_kI_samApwi#noun#4#RM
closing_balance	anwa_SeRa/rokada_bAkI#anwa_SeRa/rokada_bAkI#noun#2#RM
closing_date	anwima_wiWi#anwima_wiWi#noun#2#RM
clothing_factory_foreman	vaswra_PEktrI_PoramEna#vaswra_PEktrI_PoramEna#noun#3#RM
clothing_officer	vaswra_aXikArI#vaswra_aXikArI#noun#2#RM
clothing_store_inspector	vaswra_BaNdAra_nirIkRaka#vaswra_BaNdAra_nirIkRaka#noun#3#RM
co-operative_credit_society	sahakArI_uXAra_samiwi#sahakArI_uXAra_samiwi#noun#3#RM
co-operative_officer	sahakAriwA_aXikArI#sahakAriwA_aXikArI#noun#2#RM
co-operative_societies_inspector	sahakArI_samiwi_limiteda#sahakArI_samiwi_limiteda#noun#3#RM
co-opted_member	sahayojiwa_saxasya#sahayojiwa_saxasya#noun#2#RM
co_(_as_in_`co-chairman_)	saha#saha#noun#5#RM
coaching_inspector	kociMga_nirIkRaka#kociMga_nirIkRaka#noun#2#RM
coal_allotment_inspector	koyalA_AbaNtana_nirIkRaka#koyalA_AbaNtana_nirIkRaka#noun#3#RM
coal_checker	koyalA_cekara#koyalA_cekara#noun#2#RM
coal_commissioner	koyalA_Ayukwa#koyalA_Ayukwa#noun#2#RM
coal_cutter	koyalA_katara#koyalA_katara#noun#2#RM
coal_distributing_inspector	koyalA_viwaraNa_nirIkRaka#koyalA_viwaraNa_nirIkRaka#noun#3#RM
coal_distributor_inspector	koyalA_viwaraka_nirIkRaka#koyalA_viwaraka_nirIkRaka#noun#3#RM
coal_india_limited	BArawIya_koyalA_limiteda#BArawIya_koyalA_limiteda#noun#3#RM
coal_inspector	koyalA_nirIkRaka#koyalA_nirIkRaka#noun#2#RM
coal_keeper	koyalA_rakRaka#koyalA_rakRaka#noun#2#RM
coal_mines_authority_of_india	BArawIya_koyalA_KAna_prAXikaraNa#BArawIya_koyalA_KAna_prAXikaraNa#noun#5#RM
coal_mining_adviser	koyalA-Kanana_salAhakAra#koyalA-Kanana_salAhakAra#noun#3#RM
coal_plant_supervisor	koyalA_saMyanwra_paryavekRaka#koyalA_saMyanwra_paryavekRaka#noun#3#RM
coal_tracer	koyalA_anureKaka#koyalA_anureKaka#noun#2#RM
coal_transport_officer	koyalA_parivahana_aXikArI#koyalA_parivahana_aXikArI#noun#3#RM
coalition_government	milIjulI_sarakAra/sAJA_sarakAra/gaTabanXana_sarakAra#milIjulI_sarakAra/sAJA_sarakAra/gaTabanXana_sarakAra#noun#2#RM
code_number	safkewa_safKyA/kUta_safKyA#safkewa_safKyA/kUta_safKyA#noun#2#RM
code_of_conduct	AcAra_saMhiwA#AcAra_saMhiwA#noun#3#RM
code_telegram	kUta_wAra#kUta_wAra#noun#2#RM
code_word	kUta_Sabxa#kUta_Sabxa#noun#2#RM
coded_message	kUta_sanxeSa#kUta_sanxeSa#noun#2#RM
codification_officer	saMhiwAkaraNa-aXikArI#saMhiwAkaraNa-aXikArI#noun#2#RM
cognizable_offence	saFjFeya_aparAXa#saFjFeya_aparAXa#noun#2#RM
coin_expert	sikkA_viSeRajFa#sikkA_viSeRajFa#noun#2#RM
coins_expert	sikkA-viSeRajFa#sikkA-viSeRajFa#noun#2#RM
coir_board_show_room_and_sales_depot	koYyara_borda_praxarSana_kakRa_waWA_bikrI_dipo#koYyara_borda_praxarSana_kakRa_waWA_bikrI_dipo#noun#7#RM
coir_development_officer	koYyara-vikAsa_aXikArI#koYyara-vikAsa_aXikArI#noun#3#RM
cold_storage	SIwAgAra/kolda_storeja#SIwAgAra/kolda_storeja#noun#2#RM
cold_storage_inspector	SIwAgAra_nirIkRaka#SIwAgAra_nirIkRaka#noun#3#RM
cold_war	SIwa_yuxXa#SIwa_yuxXa#noun#2#RM
collateral_security	samapAfSvaka_prawiBUwi#samapAfSvaka_prawiBUwi#noun#2#RM
collection_agent	vasUlI_ejeMta#vasUlI_ejeMta#noun#2#RM
collection_charges	vasUlI_praBAra/safgrahaNa_praBAra#vasUlI_praBAra/safgrahaNa_praBAra#noun#2#RM
collection_of_arrears	bakAyA_vasUlI#bakAyA_vasUlI#noun#3#RM
collection_tray	safgraha_tre#safgraha_tre#noun#2#RM
collective_responsibility	sAmUhika_uwwaraxAyiwva#sAmUhika_uwwaraxAyiwva#noun#2#RM
collector_of_customs	sImA-Sulka_kalaktara#sImA-Sulka_kalaktara#noun#3#RM
collector_of_excise	uwpAxa-Sulka_kalaktara#uwpAxa-Sulka_kalaktara#noun#3#RM
college_of_art	kalA_mahAvixyAlaya#kalA_mahAvixyAlaya#noun#3#RM
colliery_manager	koliyarI_mEnejara#koliyarI_mEnejara#noun#2#RM
colonel-in-chief_of_the_regiment	rejimeMta_kA_karnala-ina-cIPa#rejimeMta_kA_karnala-ina-cIPa#noun#4#RM
colonel_of_the_regiment	rejimeMta_kA_karnala#rejimeMta_kA_karnala#noun#4#RM
colour_blindness	varNAXawA#varNAXawA#noun#2#RM
combined_office	saMyuwa_kAryAlaya#saMyuwa_kAryAlaya#noun#2#RM
combing_operation	cappA-cappA_Koja#cappA-cappA_Koja#noun#2#RM
combodian_unit	kambodiyAI_ekaka#kambodiyAI_ekaka#noun#2#RM
come_into_force	lAgU_honA#lAgU_honA#noun#3#RM
come_into_operation	cAlU_honA/pravarwana_meM_AnA#cAlU_honA/pravarwana_meM_AnA#noun#3#RM
command_controller	kamAna-niyanwraka/kamAna-kaNtrolara#kamAna-niyanwraka/kamAna-kaNtrolara#noun#2#RM
commander_of_vessel	powa-kamANdara#powa-kamANdara#noun#3#RM
commanding_officer	kamAna_aPasara#kamAna_aPasara#noun#2#RM
commemoration_lecture	smqwi_vyAKyAna/smAraka_vyAKyAna#smqwi_vyAKyAna/smAraka_vyAKyAna#noun#2#RM
commemorative_stamp	smAraka_dAka_tikata#smAraka_dAka_tikata#noun#2#RM
commerce_and_business_administration_department	vANijya_Ora_vyavasAya_praSAsana_viBAga#vANijya_Ora_vyavasAya_praSAsana_viBAga#noun#5#RM
commercial_artist	vANijya-kalAkAra#vANijya-kalAkAra#noun#2#RM
commercial_break	vijFApana_anwarAla#vijFApana_anwarAla#noun#2#RM
