###	Following
#To	ward
#Today	one
101_Days	101_desa
Desh_Bhagat_Institute_of_Art_and_Craft	xeSa_Bagawa_iMstityUta_oYPa_Arta_eMda_krAPta
Desh_Bhagat_Institute_of_Education	xeSa_Bagawa_iMstityUta_oYPa_EjUkeSana
Desh_Bhagat_Institute_of_Engineering_and_Management	xeSa_Bagawa_iMstityUta_oYPa_iMjIniriMga_eMda_mEnejameMta
Desh_Bhagat_Pandit_Chetandev_Government_College_of_Education	xeSa_Bagawa_paNdiwa_cewana_xeva_gavarnameMta_koYleja_oYPa_EjUkeSana
Desh_Bhagat_Polytechnic_Institute	xeSa_Bagawa_polItEkanika_iMstityUta
Desh_Ke_Dushman	xeSakexuSmana
Desh_Premi	xeSapremI
Detective_Naani	dItekativa_nAnI
Deutsche_Bank	xeuwsce_bEMka
Dev_Samaj_College_for_Women	xeva_samAja_koYleja_PoYra_vomena
Dev_Samaj_College_of_Education_for_Women	xeva_samAja_koYleja_oYPa_EjUkeSana_PoYra_vomena
Dev_anand	xeva_Ananxa
Devan_varma	xevana_varmA
Devanand_Konwar	xevAnanxa_kuMvara
Devar_Bhabhi	xevara_BABI
Development_Credit_Bank	dIvelpameMta_kredita_bEMka
Devgiri_Express	xevagirI_eksapresa
Devi_Ahilya_University,_Indore	xevI_ahilyA_yunivarsitI
Devi_Ahilya_Vishvidyalya,_Indore	xevI_ahilyA_viSvavixyAlaya
Devi_river	xevI_naxI
Devipatan_Kshetriya_Gramin_Ban	xevipawana_kRewrIya_grAmINa_bEMka
Devki_Devi_Jain_Memorial_College_for_Women	xevakI_xevI_jEna_memoriala_koYleja_PoYra_vomena
Dhai_Akshar_Prem_Ke	DAIakRarapremake
Dhan_Daulat	Xana_xOlawa
Dhan_Dhana_Dhan..._Goal	Xana_XanA_Xana...gola
Dhanalakshmi_Bank	XanalakRmI_bEMka
Dhanshiri_river	XanaSrI_naxI
Dharam_Kanta	XaramakANtA
Dharam_Karam	Xarama_karama
Dharam_Veer	XaramavIra
Dharam_Yodha	XaramayoXA
Dharamvir_Bharati	XarmavIra_BArawI
Dharla_river	XaralAnaxI
Dharm_Adhikari	Xarma_aXikArI
Dharma_Vira	XarmaM_vIrA
Dharmsinh_Desai_University,_Nadiad	XarmasiMha_xesAI_yunivarsitI
Dharmsinh_Desai_Vishvidyalya,_Nadiad	XarmasiMha_xesAI_viSvavixyAlaya
Dharti_Ki_Kasam	XarawI_kI_kasama
Dhasan_river	XasAna_naxI
Dhauladhar_Express	XOlAXara_eksapresa
Dhauli_Express	XOlI_eksapresa
Dhirubhai_Ambani_Institute_of_Information_and_Communication_Technology,_Gandhinagar	XIruBAI_ambAnI_iMstityUta_oYPa_inaPoYrameSana_eMda_komanIkeSana_tEkanolojI
Dhool_Ka_Phool	Xula_kA_PUla
Dhoom_2	XUma_2
Dhoom_Dadakka	XUma_XadAkA
Dhoondte_Reh_Jaaoge	DUzDawerahajAoge
Dhund_The_Fog	Xunxa-xA_Poga
Dibrugarh_University,_Dibrugarh	dibrUgaDa_yunivarsitI
Dibrugarh_Vishvidyalya,_Dibrugarh	dibrUgaDa_viSvavixyAlaya
Digambar_Kamat	xigambara_kAmawa
Dihing_river	xihiMga_naxI
Dikhou_river	xiKoU_naxI
Dil_Aashna_Hai	xila_ASanA_hE
Dil_Akhir_Dil_Hai	xila_AKira_xila_hE
Dil_Apna_Aur_Preet_Praayi	xila_apanA_OraprIwa_parAI
Dil_Apna_Punjabi	xila_apanApaFjAbI
Dil_Aur_Mohabbat	xila_Ora_mohabbawa
Dil_Baychara_Pyar_Ka_Mara	xila_becArA_pyAra_kA_mArA
Dil_Bole_Hadippa	xila_bole_hadippA
Dil_Chahta_Hai	xila_cAhawA_hE
Dil_Churaya_Aapne	xila_curAyA_Apane
Dil_De_Ke_Dekho	xila_xe_ke_xeKo
Dil_Dhoondta_Hai	xila_DUzDawA_hE
Dil_Diwana	xila_xIvAnA
Dil_Diya_Dard_Liya	xila_xiyA_xarxa_liyA
Dil_Diya_Hai	xila_xiyA_hE
Dil_Dosti_Etc	xila_xoswI_etaka
Dil_Ek_Mandir	xila_eka_manxira
Dil_Hai_Betaab	xila_hE_bewAba
Dil_Hai_Ke_Manta_Nahin	xila_hE_ke_mAnawA_nahIM
Dil_Hai_Tumhaara	xila_hE_wumhArA
Dil_Hi_Dil_Mein	xila_hI_xila_meM
Dil_Hi_To_Hai	xila_hIwohE
Dil_Jo_Bhi_Kahe	xila_jo_BI_kahe
Dil_Ka_Kya_Kasoor	xila_kA_kyA_kasUra
Dil_Ka_Raaja	xilakArAjA
Dil_Ka_Rishta	xilakAriSwA
Dil_Kabaddi	xila_kabaddI
Dil_Kahin_Hosh_Kahin	xila_kahIM_hoSa_kahIM
Dil_Ke_Jharokhe_Mein	xila_ke_JaroKe_meM
Dil_Kho_Gaya	xila_Ko_gayA
Dil_Ki_Baazi	xila_kI_bAjI
Dil_Ki_Rahein	xila_kI_rAheM
Dil_Kitna_Nadan_Hai	xilakiwanAnAxAzhE
Dil_Kya_Kare	xila_kyA_kare
Dil_Mangay_More	xila_mAfge_more
Dil_Mera_Dhadkan_Teri	xila_merA_Xadakana_werI
Dil_Ne_Jise_Apna_Kaha	xila_ne_jise_apanA_kahA
Dil_Ne_Phir_Yaad_Kiya	xila_ne_Pira_yAxa_kiyA
Dil_Ne_Pukara	xila_ne_pukArA
Dil_Pe_Mat_Le_Yaar	xila_pe_mawa_le_yAra
Dil_Perdesi_Hogaya	xila_paraxesI_hogayA
Dil_Se	xila_se
Dil_Se_Pooch_Kidhar_Jaana_Hai	xila_se_pUCa_kiXara_jAnA_hE
Dil_Tera_Aashiq	xila_werA_ASika
Dil_Tera_Deewana	xila_werA_xIvAnA
Dil_To_Pagal_Hai	xila_wo_pAgala_hE
Dil_Tujhko_Diya	xila_wuJako_xiyA
Dil_Vil_Pyar_Vyar	xila_vila_pyAra_vyAra
Dilip_kumar	xilIpa_kumAra
Dilli_Ka_Thug	xillI_kA_Taga
Dilruba_Tangewali	xilarubA_tAfgevAlI
Dilwale_Dulhania_Le_Jayenge	xilavAle_xulhaniyA_le_jAyeMge
Dilwale_Kabhi_Na_Hare	xilavAle_kaBI_na_hare
Dimuth_Karunarathne	ximuWa_karuNArawne
Dinabandhu_Mitra	xInAbanXU_miwra
Dino_Mario	xinoM_mArio
Dinsha_j_ptail	xinaSA_je._patela
Disang_river	xisAfga_naxI
Disco_Dancer	disko_dAMsara
Disco_Deewane	disko_xIvAne
Dispur_	xisapura
District_Secretary	jilA_saciva
Divya_Shakti	xivyA_Sakwi
Divya_Shiksha_Gurukul_College_Of_Education	xivya_SikRA_gurukula_koYleja_oYPa_EjUkeSana
Divya_Shiksha_Gurukul_College_of_Education_for_Women	xivya_SikRA_gurukula_koYleja_oYPa_EjUkeSana_PoYra_vomena
Divya_dutta	xivyA_xuwwA
Dnyandeo_Yashwantrao_Patil	dnyanxeo_yaSavanwarAva_pAtila
Dnyaneshwar_Vidyapeeth,Pune	xnyAneSvara_vixyApITa,puNe
Do_Anjaane	xo_anajAne
Do_Ankhen_Barah_Haath	xooYfKeMbArahahAWa
Do_Aur_Do_Panch	xoOraxopAFca
Do_Badan	xo_baxana
Do_Behnen	xo_bahaneM
Do_Bigha_Zameen	xo_bIGA_jamIna
Do_Chor	xocora
Do_Dilon_Ka_Sangam	xoxiloMkAsafgama
Do_Dilon_Ke_Khel_Mein	xo_xiloM_ke_Kela_meM
Do_Dilon_Ki_Dastaan	xoxiloMkIxAswAna
Do_Jasoos	xojAsUsa
Do_Jhooth	xoJUTa
Do_Kaliyan	xokaliyAz
Do_Knot_Disturb	du_nota_disatarba
Do_Matwale	xo_mawavAle
Do_Pal	xo_pala
Do_Qaidi	xokExI
Do_Raaste	xo_rAswe
Do_Waqt_Ki_Roti	xo_vakwa_kI_rotI
Do_Yaron_Ki_Yaari	xo_yAroM_kI_yArI
Doaba_College	xoAbA_koYleja
Doaba_College_of_Education_Ghataur_Village	xoAbA_koYleja_oYPa_EjUkeSana_GawOra_vileja
Doaba_Institute_of_Engineering_and_Technology	xoAbA_iMstityUta_oYPa_iMjIniriMga_eMda_tEkanolojI
Doaba_Polytechnic	xoAbA_polItEkanika
Doaba_Women_Institute_of_Engineering_&_Technology	xoAbA_vomena_iMstityUta_oYPa_iMjIniriMga_eMda_tEkanolojI
Doli_Saja_Ke_Rakhna	dolIsajAkeraKanA
Dombivli_	doMbivalI
Dominican_Republic	domInikEna_ripablika
Don_Muthu_Swami	dona_muwhU_svAmI
Dont_Stop_Dreaming	doMta_stoYpa_xreamiMga
Doodh_Ka_Karz	xUXa_kA_karja
Dooj_Ka_Chand	xUja_kA_cAzxa
Doon_Express	daona_eksapresa
Door_Ki_Awaz	xUra_kI_AvAja
Doosara_Aadmi	xUsarA_AxamI
Doraha_College_of_Education_Doraha	xorAhA_koYleja_oYPa_EjUkeSana_xorAhA
Dorjee_Khandu	xorajI_KaNdU
Dost_Garibon_Ka	xoswagarIboMkA
Dosti_Dushmani	xoswI_xuSmanI
Dosti_Friends_Forever	xoswI-PrieMdsa_PoYraevara
Double_Cross	dabala_krosa
Double_Gadbad	dabala_gadabada
Dr.Upinderjit_Kaur	doY._upiMxarajIwa_kOra
Dr._Akhilesh_Das	doY._aKileSa_xAsa
Dr._Akhilesh_Prasad_Singh	doY._aKileSa_prasAxa_siMha
Dr._Anbumani_Ramadoss	doY._anabUmaNi_rAmaxosa
Dr._B._R._Ambedkar_Open_University	doY.bI.Ara.Ambedakara_opana_yunivarsitI
Dr._B._R._Ambedkar_Open_Vishvidyalya	doY.bI.Ara.Ambedakara_opana_viSvavixyAlaya/doY.bI_Ara_Ambedakara_opana_viSvavixyAlaya
Dr._Babasaheb_Ambedkar_Marathwada_University,_Aurangabad	doY._bAbAsAheba_Ambedakara_marATavAdA_yunivarsitI,_OrafgAbAxa
Dr._Babasaheb_Ambedkar_Marathwada_Vishvidyalya,_Aurangabad	doY._bAbAsAheba_Ambedakara_marATavAdA_viSvavixyAlaya,_OrafgAbAxa
Dr._Babasaheb_Ambedkar_Technological_University,_Lonere	doY._bAbAsAheba_Ambedakara_tEkanolojIkala_yunivarsitI,_lonere
Dr._Babasaheb_Ambedkar_Technological_Vishvidyalya,_Lonere	doY._bAbAsAheba_Ambedakara_tEkanolojIkala_viSvavixyAlaya,_lonere
Dr._Bhim_Rao_Ambedkar_University,_Agra_University,_Agra	doY._BIma_rAva_Ambedakara_viSvavixyAlaya,_AgarA_viSvavixyAlaya,_AgarA/doY._BIma_rAva_Ambedakara_yunivarsitI,_AgarA_yunivarsitI,_AgarA
Dr._Dasari_Narayan_Rao	doY._xasArI_nArAyaNa_rAva
Dr._Hari_Singh_Gour_University,_Sagar	doY._harI_siMha_gOra_yunivarsitI
Dr._Hari_Singh_Gour_Vishvidyalya,_Sagar	doY._harI_siMha_gOra_viSvavixyAlaya
Dr._John_Mathai	doY._joYna_maWAI
Dr._Kamla_Beniwal	doY._kamalA_benIvAla
Dr._Manmohan_Singh	doY._manamohana_siMha
Dr._Narendra_Mohan	doY._nareMxra_mohana
Dr._Rajendra_Prasad	doY._rAjeMxra_prasAxa
Dr._Ram_Manohar_Lohia_Avadh_University,_Faizabad	doY._rAma_manohara_lohiyA_avaXa_viSvavixyAlaya,_PEjAbAxa/doY._rAma_manohara_lohiyA_avaXa_yunivarsitI,_PEjAbAxa
Dr._Ram_Manohar_Lohia_National_Law_University,_Lucknow	doY._rAma_manohara_lohiyA_neSanala_lA_viSvavixyAlaya,_laKanaU/doY._rAma_manohara_lohiyA_neSanala_lA_yunivarsitI,_laKanaU
Dr._S._Jagathrakshakan	doY._esa._jagAWrAkRakana
Dr._Sarvepalli_Radhakrishnan	doY._sarve_pallI_rAXA_kqRNana
Dr._Shakeel_Ahmad	doY._SakIla_ahamaxa
Dr._Shyam_Lal_Thapar_College_of_Nursing	doY._SyAma_lAla_WApara_koYleja_oYPa_narsiMga
Dr._T._Subbarami_Reddy	doY._tI._subbArAmI_reddI
Dr._Yashwant_Singh_Parmar_University_of_Horticulture_and_Forestry,_Nauni,_Solan	doY._yaSavanwa_siMha_paramAra_yunivarsitI_oYPa_hortI_kalacara_eMda_PorestrI
Dr._Yashwant_Singh_Parmar_Vishvidyalya_of_Horticulture_and_Forestry,_Nauni,_Solan	doY._yaSavanwa_siMha_paramAra_viSvavixyAlaya_oYPa_hortI_kalacara_eMda_PorestrI
Dr._Zakir_Hussain	doY._jAkira_husEna
Dr_Gopi_Chand_Bhargava	doY._gopI_canxa_BArgava
Dr_IT_Business_School	doY._AItI_bijanasa_skUla
Dr_IT_Institute_of_Management_and_Technology	doY_AItI_iMstityUta_oYPa_mEnejameMta_eMda_tEkanolojI
Dr_Shyam_Lal_College_of_Physiotherapy	doY._SyAma_lAla_koYleja_oYPa_PysiyoWErapI
Dravidian_University,_Kuppam	xrAvixiyana_yunivarsitI
Dravidian_Vishvidyalya,_Kuppam	xrAvixiyana_viSvavixyAlaya
Dream_Girl	drIma_garla
Dulha_Bikta_Hai	xUlhA_bikawA_hE
Dulha_Mil_Gaya	xUlhA_mila_gayA
Dulhan_Banoo_Main_Teri	xulhana_banU_mEna_werI
Dulhan_Hum_Le_Jayenge	xulhana_hama_le_jAyeMge
Dulhan_Wahi_Jo_Piya_Man_Bhaaye	xulhana_vahI_jopiyA_mana_BAye
Dulhe_Raja	xulhe_rAjA
Dulicate_howra_mail	dUpalIketa_hAvadA_mela
Duniya_Dil_Walon_Ki	xuniyA_xila_vAloM_kI
Duniya_Jhukti_Hai	xuniyA_JukawI_hE
Duniya_Meri_Jeb_Mein	xuniyA_merI_jeba_meM
Duplicate_Express	dUpalIketa_eksapresa
Durg-Rajnandgaon_Gramin_Bank	xurga-rAjananxagAzva_grAmINa_bEMka
Duronto_Express	xuroMwo_eksapresa
Dus_Kahaniyaan_Club	xasakahAniyAz
Dus_Lakh	xasa_lAKa
Dushman_Zamana	xuSmana_jamAnA
Dwaraka_Express	xvArakA_eksapresa
Dwarakeswar_river	xavArAkeSvara_naxI
Dwarka_	xvArakA
E.S.L._Narasimhan	I._esa._ela._narasimhA
E.V.K.S._Elangovan	I._vI._ke._esa._ilAnagovana
E._Ahammed	I._ahammexa
ETC_PUNJABI	itIsI_paFjAbI
East_Coast_Express	ista_kAsta_eksapresa
East_Timor	Ista_tImora
Easter_cactus	Istara_nAgaPanI
Easter_card	Istara_kArda
Eastern_Catholicism	pUrvI_kEWolika_Xarma
Eastern_Church	yUnAnI_girajAGara
Ebrahim_Alkazi	ibrAhIma_alkAjI
Egyptian_bean	ijipta_kI_PalI
Egyptian_capital	ijipta_kI_rAjaXAnI
Egyptian_cat	ijipSiyana_billI
Egyptian_cobra	miSra_xeSa_kI_sApaz
Egyptian_corn	miSrI_makaI
Ek_Aadat	ekaAxawa
Ek_Ajnabee	ekaajanabI
Ek_Aur_Ek_Gyarah	ekaOraekagyAraha
Ek_Baar_Kaho	ekabArakaho
Ek_Bar_Muskura_Do	eka_baramuskurAxo
Ek_Chadar_Maili_Si	ekacAxaramElIsI
Ek_Chalis_Ki_Last_Local	ekacAlIsakIlAstalokala
Ek_Dhun_Pyar_Ki	ekaXunapyArakI
Ek_Din_Sau_Afsane	ekaxinasOaPasAne
Ek_Dujhe_Ke_Liye	ekaxuJekelie
Ek_Hi_Bhool	ekahIBUla
Ek_Hi_Raasta	ekahIrAswA
Ek_Hindustani	ekahiMxuswAnI
Ek_Jaan_Hain_Hum_	ekajAnahEMhama
Ek_Jind_Ek_Jan	ekajIMxaekajAna
Ek_Kali_Muskayee	eka_kalimuskAI
Ek_Khiladi_Ek_Haseena	ekaKilAdIekahasInA
Ek_Kunwari_Ek_Kunwara	ekakuMvArIekakuMvArA
Ek_Ladka_Ek_Ladki_1992	ekaladakAekaladakI
Ek_Mahal_Ho_Sapno_Ka	ekamahalahosapanokA
Ek_Main_Aur_Ek_Tu	ekamEOraeka_wu
Ek_Main_Ek_Tum	eka_mEeka_wuma
Ek_Musafir_Ek_Hasina	ekamusAPiraekahasInA
Ek_Nai_Paheli	ekanaIpahelI
Ek_Naya_Rishta	ekanayAriSwA
Ek_Nazar	ekanajara
Ek_Pari_Ke_Desh_Mein	ekapArIkexeSameM
Ek_Phool_Char_Kaante	ekaPUla_cArakANte
Ek_Phool_Do_Mali	ekaPUlaxomAlI
Ek_Rishta	ekariSwA
Ek_Se_Badhkar_Ek	ekasebaDakara_eka
Ek_Se_Bhale_Do	eka_se_Bale_xo
Ek_Se_Bure_Do	ekasebure_xo
Ek_Second	ekasekaNda
Ek_Tha_Dil_Ek_Thi_Dhadkan	ekaWAxilaekaWIXadakana
Ek_Vivaah..._Aisa_Bhi	ekavivAha...EsA_BI
Ekka_Raja_Rani	ekkA_rAjA_rAnI
Eklavya_The_Royal_Guard	ekalavya-_xA_royala_gArda
Ekta_Express	ekawA_eksapresa
Ekta_kapoor	ekawA_kapUra
El_Salvador	ila_salavAdora
Electrical_Lift	ilektrIkala_liPta
Electrical_Lift_Union	ilektrIkala_liPta_yUniyana
Ellaquai_Dehati_Bank	ellAkuI_xehAwI_bEMka
Ellora_Express	alorA_eksapresa
Engine_Local	iMjana_lokala
Engineering_Colleges_in_Punjab	iMjIniriMga_koYlejasa_ina_paFjAba
English_Babu_Desi_Mem	iMgliSa_bAbu_xesI_mema
English_and_Foreign_Languages_University,_Hyderabad	iMgliSa_eMda_PoYrayina_leMguagesa_yunivarsitI
English_and_Foreign_Languages_Vishvidyalya,_Hyderabad	iMgliSa_eMda_PoYrayina_leMguagesa_viSvavixyAlaya
English_bean	afgarejI_PalI
English_bulldog	afgrejI_buladoYga
English_class	afgrejI_kakRA
English_elm	iMglEMda_kA_xevaxAru
Equatorial_Guinea	IkuAtoriala_juInA
Escape_From_Taliban	eskepa_ProYma_wAlibAna
Esha_deol	iSA_xeola
Esha_kopikar	iSA_kopikara
Etawah_Kshetriya_Gramin_Bank	iwAvAha_kRewrIya_grAmINa_bEMka
Ethiopian_banana	IWiyopiyAI_kelA
Euler's_method	AEYyalara_viXi
Eurasian_badger	yUreSiyana_bijjU
European_Common_Market	yUropIya_sAJA_bAjAra
European_Currency_Unit	yUropIya_muxrA_ikAI
European_ash	yUropameM_pAyA_jAne_vAlA_afgU_vqkRa
European_barberry	yUropIya_JadaberI
European_bean	yUropIya_PalI
European_beech	yUropIya_bIcavqkRa
European_blackbird	yUropa_kA_kaswUrA
European_blueberry	yoropIya_JaraberI
European_box	yUropa_kI_petI
European_bream	yUropa_kI_eka_prakAra_kI_maCalI
European_catfish	yoropiyana_aSalka_mIna
European_chestnut	yUropIya_cestanata
European_dewberry	yUropa_dyUberI
European_dogtooth	yUropIya_doYgatUWa
European_elder	yUropIya_bujurga
European_elk	yUropIya_bArahasiMgA
European_elm	yUropIya_xevaxAru
Executive_Express	eksakyutiva_eksapresa
Export_Import_Bank_of_India	eksaporta-iMporta_bEMka_oYPa_iMdiyA
FASHION_INDIA	PESana_iMdiyA
FM_Fun_Aur_Masti	EYPa_ema
FOX_HISTORY	Poksa_histarI
FW_FASTWAY_FILMS	EYPa_xabaliyu_PAstave_Pilmsa
FW_FASTWAY_MOVIES	EYPa_xabaliyu_PAstave_muvisa
FW_FASTWAY_MUSIC	EYPa_xabaliyu_PAstave_myUjika
FW_FASTWAY_NEWS	EYPa_xabaliyu_PAstave_nyUja
Fakhruddin_Ali_Ahmed	PaKaruxxIna_alI_ahamaxa
Fakir_Chand	PakIra_canxa
Fakir_Mohan_University,_Balasore	PakIra_mohana_yunivarsitI,_bAlAsora
Fakir_Mohan_Vishvidyalya,_Balasore	PakIra_mohana_viSvavixyAlaya,_bAlAsora
Falaknuma_Express	PalakanumA_eksapresa
Falgu_river	PAlgu_naxI
Falguni_pathak	PAlgunI_pATaka
Family_Ties_Of_Blood	PEmalI
Faqeer_Badshah	PakIra_bAxaSAha
Farakka_Express	ParakkA_eksapresa
Fardeen_khan	ParaxIna_KAna
Farha_khan	ParahA_KAna
Faridkot-Bhatinda_Kshetriya_Gramin_Bank	ParIxakota-BatiMdA_kRewrIya_grAmINa_bEMka
Farishta_Ya_Qaatil	PariSwA_yA_kAwila
Fast_Forward	PAsta_PoYravarda
Fateh_Jang	Paweha_jafga
Fathe_garh_sahib	PawahegaDa_sAhiba
Federal_Bank	Pedarala_bEMka
Feisel_Alkazi	PEsala_alkAjI
Ferozepur_College_of_Engineering_&_Technology	Pirojapura_koYleja_oYPa_iMjIniriMga_eMda_tEkanolojI
Fiffty_Fiffty	PiPPtI_PiPPtI
Fight_Club	PAIta_klaba
Fiji_dollar	PijI_doYlara
Financial_Institutions	PInEnaSiala_insatItUSana
Firoz_khan	Piroja_KAna
First_Love_Letter	Parsta_lava_lEtara
Fleet_Admiral	PlIta_edamirala{nOsenA_kA_ucca_aXikArI}
Fleet_Street	PlIta_strIta{lanxana_kI_eka_sadaka_kA_nAma}
Flying_Dutchman	havAI_jahAja_xala_kA_hAlEMda_nivAsI
Flying_Mail	PalAyIga_mela
Flying_Queen_Express	PalAyIga_kyUina_eksapresa
Flying_Ranee_Express	PalAyIga_rAnI_eksapresa
Fool_N_Final	PUla_ena_PAInala
Freaky_Chakra	Preakya_cakra
French_Congo	PrAMsIsI_kAfgo
French_Fries	AlU_ke_lambe_kaware{wale_hue}
French_bean	ParAsabIna
French_blue	PrAMsIsI_nIlA
French_bread	PrAMsa_kI_dabalarotI
French_bulldog	PrAMsa_kA_buladoYga
French_capital	PrAMsa_kI_rAjaXAnI
French_chalk	PreMca_KadiyA
French_door	PreMca_xaravAjA
French_dressing	PreMca_dresiMga
French_dressing_for_fruit_salad	PaloM_ke_salAxa_ke_lie_PreMca_dresiMga
French_endive	PreMca_cikarI
Frontier_Mail	Parnatiera_mela
Fruit_And_Nut	Pruta_eMda_nata
G.H.G._Institute_of_Law_for_Women	jI.eca.jI._iMstityUta_oYPa_lA_PoYra_vomena
G.I.T.A.M._Vishvidyalya,_Visakhapatnam	jI.AI.tI.E.ema._viSvavixyAlaya
G.M.C._Balayogi	gI._ema._sI._bAlayogI
G.V._Mavlankar	jI._vI._mavalafkara
G._S._Dhillon	jI._esa._DilloM
GES_Polytechnic_College	jIIesa_polItEkanika_koYleja
GGS_College_of_Modern_Technology	jIjIesa_koYleja_oYPa_modarna_tEkanolojI
GGS_DAV_Centenary_College	jIjIesadIEvI_senatenarI_koYleja
GGS_Government_College_Jandiala	jIjIesagavarnameMta_koYleja_jaNdiyAlA
GGS_Khalsa_College	jIjIesaKAlasA_koYleja
GGS_Polytechnic_College	jIjIesa_polItEkanika_koYleja
GHG_Harparkash_College_of_Education_for_Women_Sidhwan_Khurd_Village	jIecajI_haraprakASa_koYleja_oYPa_EjUkeSana_PoYra_vomena_siXavAna_Kurxa_vileja
GHG_Khalsa_College	jIecajI_KAlasA_koYleja
GHG_Khalsa_College_of_Education_Gurusar_Sadhar	jIecajI_KAlasA_koYleja_oYPa_EjUkeSana_gurusara_sAXara
GITAM_University,_Visakhapatnam	jI.AI.tI.E.ema._yunivarsitI/jIAItIEema_yunivarsitI/jI_AI_tI_E_ema_yunivarsitI
GITAM_Vishvidyalya,_Visakhapatnam	jIAItIEema_viSvavixyAlaya
GKSM_Government_College	jIkeesaema_gavarnameMta_koYleja
GMT_College_of_Education_Ludhiana	jIematI_koYleja_oYPa_EjUkeSana_luXiyAnA
GNBL_College_for_Women	jIenabIela_koYleja_PoYra_vomena
GND_College_of_Education_Majatri_Village	jIenadI_koYleja_oYPa_EjUkeSana_majawrI_vileja
GNN_College_for_Women	jIenaena_koYleja_PoYra_vomena
GN_College,_Sukhchainana_Sahib	jIena_koYleja,_suKcEnA_sAhiba
GN_College_for_Women	jIena_koYleja_PoYra_vomena
GN_College_of_Education_for_Women_Kapurthala_	jIena_koYleja_oYPa_EjUkeSana_PoYra_vomena_kapUraWalA
GN_Khalsa_College	jIena_KAlasA_koYleja
GN_Khalsa_College_for_Girls	jIena_KAlasA_koYleja_PoYra_garlsa
GN_National_College	jIena_neSanala_koYleja
GN_Nav-Bharat_College	jIena_nava-BArawa_koYleja
GN_Post_Graduate_College	jI_ena_posta_grejuEta_koYleja
GN_Prem_Karamsar_College	jIena_prema_karmasAra_koYleja
GRD_College_for_Women	jIAradI_koYleja_PoYra_vomena
GTB_Government_College	jItIbI_gavarnameMta_koYleja
GTB_Khalsa_Institute_of_Engineering_&_Technology	jItIbI_KAlasA_iMstityUta_oYPa_iMjIniriMga_eMda_tEkanolojI
GTB_Khalsa_Polytechnic	jItIbI_KAlasA_polItEkanika
GTB_National_College	jItIbI_neSanala_koYleja
GT_Express	jItI_eksapresa
G_I_T_A_M_Vishvidyalya,_Visakhapatnam	jI_AI_tI_E_ema_viSvavixyAlaya
G_V_Iyer	jI_vI_iera
Gad_river	gada_naxI
Gadchiroli_river	gadacirolI_naxI
Gadhi_river	gAXI_naxI
Gair_Kaanooni	gErakAnUnI
Gaja_Gamini	gaja_gAminI
Gajab_Bhayi_Rama	gajaba_BAI_rAma
Gajab_Tamaasa	gajabawamASA
Gajanan_Express	gajAnana_eksapresa
Galgibag_river	gAlgIbaganaxI
Galiyon_Kaa_Badshah	galiyoM_kA_bAxaSAha
Gambhir_river	gamBIra_naxI
Ganadevta_Express	gAnAxevawA_eksapresa
Gandak_Express	gaNdaka_eksapresa
Gandak_river	ganxaka_naxI
Gandhi_My_Father	gAnXI_mAI_PAxara
Gandhi_Nagar	gAnXI_nagara
Gandhigram_Rural_Institute,_Dindigul	gAzXIgrAma_rurala_iMsatItUyata,_diMdIgula
Ganga_Damodar_Express	gafgA_xAmoxara_eksapresa
Ganga_Gomti_Express	gafgA_gomawI_eksapresa
Ganga_Jamuna_Express	gafgA_yamunA_eksapresa
Ganga_Jamuna_Saraswati	gafgA_yamunA_sarasvawI
Ganga_Jumuna	gafgA_yamunA
Ganga_Ka_Vachan	gafgA_kA_vacana
Ganga_Kaveri_Express	gafgA_kAverI_eksapresa
Ganga_Ki_Kasam	gafgA_kI_kasama
Ganga_Ki_Lahren	gafgA_kI_lahareM
Ganga_Ki_Saugand	gafgA_kI_sOganxa
Ganga_Kinare_Mora_Gaon	gafgA_kinAre_morA_gAzva
Ganga_Meri_Maa	gafga_merI_mAz
Ganga_Sagar_Express	gafgA_sAgara_eksapresa
Ganga_Sutlej_Express	gafgA_sawaluja_eksapresa
Ganga_Tere_Desh_Mein	gafgA_werexeSameM
Gangaur_Express	gaNagOra_eksapresa
Ganges_river	gafgesanaxI
Gangi_river	gAfgI_naxI
Ganpat_University,_Mehsana	ganapawa_yunivarsitI
Ganpat_Vishvidyalya,_Mehsana	ganapawa_viSvavixyAlaya
Garam_Masala	garma_masAlA
Garhwal_Express	gaDavAla_eksapresa
Garib_Nawaz_Express	garIba_navAja_eksapresa
Garib_Rath_Express	garIba_raWa_eksapresa
Garibon_Ka_Daata	garIboM_kA_xAwA
Garudadri_Express	garuxaxarI_eksapresa
Gauhati_University,_Guwahati	gOhAtI_yunivarsitI
Gauhati_Vishvidyalya,_Guwahati	gOhAtI_viSvavixyAlaya
Gaur_Express	gOra_eksapresa
Gauri_khan	gOrI_KAna
Gautam_Buddha_University,_Greater_Noida	gOwama_buxXa_viSvavixyAlaya,_greatara_noYedA/gOwama_buxXa_yunivarsitI,_greatara_noYedA
Gautam_Budh_Nagar	gOwama_buxXa_nagara
Gautam_Govinda	gOwamagoviMxA
Gautama_Buddha	gOwama_buxXa
Gautami_Express	gOwamI_eksapresa
Gayathripuzha_river	gAyawrIpujhA_naxI
Geet_Gaaya_Pattharon_Ne	gIwa_gAyA_pawWaroM_ne
Geet_Gata_Chal	gIwagAwAcala
Geeta_Ki_Saugandh	gIwA_kI_sOganXa
