#Eng_Wrds	
#Structure_of_the_file	
#This	file
ABO_antibodies	rakwavargIya_roga-prawikAraka
be_on_the_game	veSyA_ho/veSyAvqwwi_kara
be_on_the_go	bahuwa_hI_vyaswa_ho
be_on_the_lookout_for	wAka_meM_raha
be_on_the_make	kevala_apanA_svArWa_sAXane_ke_lie_wEyAra_raha
be_on_the_mend	TIka_ho_ho
be_on_the_offensive	AkrAmaka_rUpa_meM_ho
be_on_the_phone	Pona_para_bAwa_kara/ke_pAsa_Pona_ho
be_on_the_point_of	vAlA_hI_ho
be_on_the_rampage	kroXiwa_ho
be_on_the_razzle	rafgaraliyAM_manAne
be_on_the_receiving_end	JelanevAlA_ho
be_on_the_run	BAga_nikalne_kI_koSISa_kara
be_on_the_scrounge	haWiyAne_para_wule_ho
be_on_the_side_of	kA_samarWaka_ho
be_on_the_up-and-up	ImAnaxAra_ho/unnawi_para_ho
be_on_the_wagon	SarAba_se_wobA_kara
be_on_the_warpath	Jagade_para_uwArU_ho
be_on_tow	KIMcA_jA_ho
be_on_trial	para_mukaxamA_calA
be_one_for	yogya
be_only_to_be_expected	samBAvanA_ho
be_onto	_ho/kahawe_raha/pICe_ho
be_onto_a_good_thing	PAyaxe_kA_sOxA_ho
be_open_to	ke_lie_KulA_Coda
be_out_for	wAka_meM_ho
be_out_for_the_count	Gode_becakara_so/paCAda_xiyA
be_out_in_the_open	pragata_ho
be_out_into_the_open	pragata_ho
be_out_like_a_light	acAnaka_behoSa_ho/palaka_Japakawe_hI_so
be_out_of_control	niyaNtraNa_se_bAhara_ho
be_out_of_luck	xurBAgyaSAlI_ho
be_out_of_the_way	samApwa_ho_cukA_ho
be_out_to	koSiSa_meM_ho
be_over_the_hill	buDI_ho
be_over_the_hump	pahAda_tala
be_overcome_by/with	se_praBAviwa_ho
be_par_for_the_course	ASAnurUpa_ho
be_part	eka_BAga_ho
be_party_to	meM_SAmila_ho
be_patience_itself	sahanaSIlawA_ki_prawimUrwi_ho
be_plain_sailing	ekaxama_AsAna_ho
be_poles_apart	bilkula_viBinna_ho
be_possessed_of	se_yukwa_ho
be_prey_to_sth	kA_SikAra_ho/se_bahuwa_hI_pareSAna_ho
be_public_knowledge	jaga-jAhira_ho
be_puffed_up_with	se_BarA_ho
be_puffed_up_with_pride	GamaNda_se_BarA_ho
be_pushing_sth	ke_karIba_ho
be_quick_off_the_mark	weja_ho
be_quit_of	se_mukwa_ho
be_quits	barAbara_ho
be_rained_off	roka
be_rained_out	roka
be_rid_of	se_mukwa_ho
be_riddled_with	BarA_ho
be_rolling	bahuwa_hI_XanI_ho
be_rolling_in_it	bahuwa_XanI_ho/bahuwa_hI_XanI_ho
be_rolling_in_money	KUba_Xana_xOlawamanxa_ho/bahuwa_hI_XanI_ho
be_rolling_in_the_aisles	hazsawe-hazsawe_lota-pota_ho
be_rough	xurBAgya_ho
be_rough_on	ke_lie_xurBAgya_ho/para_bahuwa_gussA_A
be_seeing_you	Pira_mileMge
be_set_against	saKwa_viroXa_meM_ho
be_set_on	para_xqDaniScayI_ho
be_set_upon	para_xqDaniScayI_ho
be_shipwrecked	powa-Bafga_ho
be_shorn_of	se_vaFciwa_kara
be_shot_of	Coda_xe
be_sick	ulatI_kara
be_sick_of_the_sight_of	se_bahuwa_hI_naParawa_ho
be_signposted	xiSA_sUcaka_borda_se_yukwa_ho
be_simplicity_itself	bahuwa_hI_AsAna_ho/sAxagI_kI_prawimUrwi_ho
be_sitting_pretty	cEna_kI_bAMsuri_bajA
be_skating_on_thin_ice	KawarA_mola_le
be_slow_off_the_mark	XImA_ho
be_so_bold	sAhasa_kara
be_sold_on	pasanxa_ho
be_sold_out	hAusa_Pula_ho
be_sold_out_of	saba_beca_dAla
be_some_good	WodA_sA_lABaxAyaka_ho
be_spoiling_for	ke_lie_becEna_ho
be_spoilt_for_choice	bahuwoM_meM_eka_ko_cunanA_muSkila_ho
be_square	barAbarI_para_ho
be_steamed_up	gussA_ho
be_strong_on	aXika_acCA_ho/para_jyAxA_XyAna_ho
be_struck_by	ke_prawi_awyaXika_lagAva_ho
be_struck_on	se_lagAva_ho
be_struck_with	se_lagAva_ho
be_stuck_in_a_groove	Axi_ho
be_sunk_in	meM_dubA_ho
be_supposed_to	ASA_kara/anumawi_ho/mAnA_jA/vAl
be_sure	yAxa_se
be_sweet_on	premI_ho
be_taken_by	se_praBAviwa_ho
be_taken_short	acAnaka_kamI_pada/jora_se_SOcAlaya_jAne_kI_AvaSyakawA_pada
be_taken_up_with	vyaswa_ho
be_taken_with	se_praBAviwa_ho
be_tanked_up	bahuwa_pI_le
be_ten_a_penny	AsAna_ho/bahuwa_hI_saswA_ho
be_tensed_up	becEna_ho
be_thankful_for_small_mercies	Sukra_manA
be_that_as_it_may	Pira_BI
be_the_cat's_pyjamas	sarvowkqRta_ho
be_the_cat's_whiskers	sarvowkqRta_ho
be_the_dead_spit_of	hU-ba-hU_jEsA_ho
be_the_death_of	jAna_le_kara_Coda
be_the_despair_of	nAka_meM_xama_kie_raha
be_the_done_thing	parampar/sAmAjika_rUpa_se_svIkArya_ho
be_the_end	AKiribAra_ho/barxASwa_ke_bAhara_ho
be_the_exception_that_proves_the_rule	apavAxa_hE_jo_niyama_ko_sixXa_karawA_hE
be_the_exception_which_proves_the_rule	apavAxa_hE_jo_niyama_ko_sixXa_karawA_hE
be_the_limit	haxa_ho
be_the_making_of	banA_xe
be_the_picture_of	bahuwa_hI_ho
be_the_picture_of_despair	awyaXika_xuHKI_ho
be_the_picture_of_happiness	awyaXika_KuSa_ho
be_the_picture_of_health	bahuwa_hI_svasWa_ho
be_the_picture_of_innocence	bahuwa_hI_sarala_ho
be_the_picture_of_misery	bahuwa_hI_kaFjUSa_ho
be_the_pits	sabase_KarAba_ho
be_the_same_thing	eka_hI_bAwa_ho
be_the_top_dog	sabase_Upara_ho
be_the_worse_for_drink	naSe_meM_Xuwa_ho
be_thronged_with_something	TasATasa_BarA_ho
be_tickled_pink	KuSI_se_pAgala_ho/hazsI_A
be_to_be_expected	xUra_ho
be_to_blame	xoRI_ho
be_to_blame_for	xoRI_ho
be_to_do_with	se_sambanXiwa_ho
be_to_the_fore	prakata_ho
be_too_much_for	bahuwa_kAbila_ho/sahana_Sakwi_se_bAhara_ho
be_top_dog	sabase_Upara_ho
be_torn_between	ke_bIca_kaSmakaSa_meM_ho
be_tough	saKwI_barawa
be_tread_on_the_boards	aBinaya_kara
be_truned_out	kapade_pahane_ho
be_tucked_away	CipA_huA_ho
be_twice_the_man	aXika_acCA_ho
be_twice_the_woman	aXika_acCI_ho
be_two_a_penny	AsAna_ho/bahuwa_hI_saswA_ho
be_under_contract	ke_wahawa_anubanXiwa_ho
be_under_control	niyantraNa_meM_ho
be_under_the_impression_that	soca
be_under_way	cala_ho
be_up_a_gum-tree	kaTina_parisWiwi_meM_ho
be_up_in_arms	kadA_viroXa_ho
be_up_to_full_strength	pUrI_safKyA_meM_ho
be_up_to_strength	pUrI_safKyA_meM_ho
be_waiting_in_the_wings	kArya_karane_ko_wEyAra_ho
be_washed_up	wabAha_ho
be_well_in	mitravawa_raha
be_well_in_with	ke_sAWa_miwravawa_ho
be_well_placed	majabUwa_sWiwi_meM_ho
be_well_placed_for	acCI_jagaha_para_sWiwa_ho
be_wide_of_the_mark	yarWArWa_se_pare_ho
be_wide_open_to	ke_lie_KulA_Coda
be_wise_after_the_event	GatanA_Gata_jAne_ke_bAxa_akla_A
be_with_child	garBavawI_ho
be_with_me	se_sahamawa_ho
be_with_the_lark	subaha_jalxI_uTa
be_with_you	se_sahamawa_ho
be_within_a_whisker	bahuwa_hI_karIba_ho
be_witness	sAkRI_ho
be_worlds_apart	pUrI_waraha_se_Binna_ho
be_worse_off	Ora_burI_hAlawa_meM_ho/hAni_ho
be_your_age	apanI_umra_ke_muwAbika_vyavahAra_kara
beach_buggy	pulina_baggI
beach_waggon	bIca_vEgana
beach_wagon	bIca_vEgana
bean_curd	bIna_karda
bean_sprouts	afkuriwa_sema
bear_all_the_hallmarks_of	kA_pramANa_ho
bear_arms	ladAI_kara
bear_comparison_with	se_wulanA_ke_yogya_ho
bear_down_on	XamakI_xewe_hue_wejI_se_baDa/xabA_kara_raKa
bear_fruit	saPala_ho
bear_hard_on	para_BArI_padZ
bear_heavily_on	para_BArI_pada
bear_hug	majabUwa_AliMgana
bear_in_mind	yAxa_raKa
bear_on	para_praBAva_dAla
bear_out	samarWana_kara
bear_severely_on	para_BArI_padZ
bear_the_brunt_of	kA_muKya_bala_Jela
bear_up	hOsalA_raKa
bear_with	XErya_raK/sAWa_xe
bear_witness_to	para_gavAhI_xa
beard_the_lion_in_his_den	Sera_ko_usI_kI_mAzxa_meM_lalakAra
bearded_darnel	roeMxAra_mocanI_GAsa
bearing_metal	sIsAyukwa_XAwu
beast_of_burden	BAra_Done_vAlA_paSua
beat_a_hasty_retreat	hadabadA_kara_BAga
beat_a_retreat	hadabadA_kara_BAga
beat_about_the_bush	GumA-PirAkara_bAwa_kara
beat_back	mAra_BagA_kara
beat_down_on	wapa
beat_down_to	GatA_kara_kama_kara
beat_hell_out_of	bahuwa_jora_se_mAra
beat_hollow	pUrI_warawa_se_parAjiwa_kara
beat_it	wuranwa_cale
beat_off	BagA_xe/Xvaswa_kara_xe
beat_out	Duna_nikAla/mAra-mAra_kara_buJA
beat_sense_into	vyavahAra_meM_suXAra_lA
beat_some_sense_into	vyavahAra_meM_suXAra_lA
beat_the_clock	samaya_se_pahale_pUrA_kara
beat_the_daylights_out_of	burI_waraha_se_pIt_kara/burI_waraha_se_pIta
beat_the_drum	jora-Sora_se_kaha
beat_the_drum_for	jora-Sora_se_kaha
beat_the_living_daylights_out_of	burI_waraha_se_pIt_kara/burI_waraha_se_pIta
beat_the_rap	binA_sajA_pAye_baca_nikala
beat_the_shit_out_of	burI_waraha_se_pIta
beat_time	wAla_xe
beat_up	burI_waraha_se_pIta/parAswa_kara_xe/tUtA-PUtA
beaten_to_a_frazzle	burI_waraha_se_parAjiwa/pUrNawaH__parAswa
beauty_contest	sOMxarya_sparXA
beauty_is_only_skin-deep	bAharI_sunxarawA_se_baDa_kara_BIwarI_guNa_howe_hEM
beauty_parlor	byUtI_pArlara/prasAXanAlaya
beauty_parlour	prasAXanAlaya
beauty_queen	sarvaSreRta_sunxar
beauty_salon	prasAXanAlaya
beauty_shop	prasAXanAlaya
beauty_sleep	sunxarawA_banAe_raKane_ke_lie_paryApwa_nIMxa
beauty_spot	kqwrima_wila/ramaNIka_sWAna/wila
beaver_away_at	bahuwa_mehanawa_kara
because_of	ke_kAraNa
bechamel_sauce	beSAmela_sasa
beckon_in	iSAre_se_anxara_bulA
beckon_on	hAWa_ke_iSAre_se_bulA
beckon_over	hAWa_ke_iSAre_se_bulA
become_a_figure_of_fun	hazsI_kA_pAtra_bana
become_abusive	gAlI-galOja_para_uwara_A
bed_and_breakfast	rAtri_nivAsa_Ora_subaha_kA_nAswA
bed_down	sone_kA_iMwajAma_kara
bed_out	kyArI_meM_ropa/ropa
bed_time	sone_kA_samaya
bed_wetter	biswara_meM_peSAba_karane_vAlA
bedding_plant	kyArI_meM_lagAne_lAyaka_pOXA
bedside_manner	dAktara_kA_rogI_se_miwrawApUrNa_vyavahAra
bedsitting_room	bETaka-SayanakakRa
bee_moth	SalaBa/pawafgA
beef_tea	go-mAzsa_cAya
beef_up	majabUwa_kara
beer_and_skittles	mOja-maswI
beer_mat	bIyara_mEta
beetle_about	wejI_se_cala
beetle_along	wejI_se_cala
beetle_away	wejI_se_cala
beetle_off	wejI_se_cala
before_dark	anXerA_hone_se_pahale
before_last	piCale_se_pahale
beg_off	mukara
beg_the_question	xAve_ko_pramANa_mAna
beggar_description	varNanAwIwa_ho
beggars_can't_be_choosers	xAna_kI_baCiyA_ke_xAzwa_nahIM_gine_jAwe
behavioural_science	vyavahAra_vijFAna
behind_bars	salAKoM_ke_pICe
behind_closed_doors	gopanIyawA_ke_sAWa
behind_the_scenes	gupwa_rUpa_se/paraxe_ke_pICe
behind_the_time	purAnA
behind_time	xera_se_Ane_vAlA
believe_in	meM_viSvAsa_raKa/para_BarosA_raKa/para_viSvAsa_raKa
believe_it_or_not	mAno_yA_na_mAno
believe_you_me	wuma_muJa_para_viSvAsa_karo
bell_pepper	SimalA_mirca
bell_ringer	GaNtI_bajAne_vAlA
belly_button	nABi
belly_dance	maXya-pUrva_aSiyA_kA_nqwya
belly_dancer	maXya-pUrva_aSiyA_kI_nqwyAfganA
belly_laugh	jabarxaswa_majAka
belly_out	bAhara_kI_waraPa_PulA_huA_ho
belong_to	kA_ho/kA_jAwi_kA_ho/kA_saxasya_ho/kI_sampawwi_ho/ko_jA/se_sambanXiwa_ho
below_ground	BUmi_ke_nIce
below_par	Osawa_se_kama_acCA/kama_acCA
below_stairs	nOkaroM_ke_rahane_kI_jagaha_meM
below_the_belt	anIwipUrNa/anuciwa_Dafga_se
below_the_breadline	garIbI_reKA_ke_nIce
belt_and_braces	awirikwa_sAvaXAnI_barawane_kA
belt_out	jora_se_bajA/jora_se_gA
belt_up	sIta_kA_belta_bAzXa
bench_vise	SikaFjA
bend_over_backwards	yaWAsamBava_koSiSa_kara
bend_over_backwars	hara_samBava_prayAsa_kara
bend_the_rules	apanI_suviXAnusAra_niyama_baxala
beside_the_point	mahawvahIna
best_man	varasaKA
best_seller	sabase_jyAxA_bikane_vAlI_kiwAba
bet_on	bAjI_lagA
bete_noire	nApasanxa_vaswu/nApasanxa_vyakwi
betel_nut	supAdI
better_late_than_never	azXere_se_abera_BalI/nahIM_se_xera_BalA/xera_Ayaxa_xuruswa_Ayaxa
better_luck_next_time	agalI-bAra_kismawa_wumhArA_sAWa_xegI/koI_bAwa_nahIM_agalI_bAra_BAgya_sAWa_xegA
better_safe_than_sorry	PUzka-PUzka_kara_calanA_hI_samaJaxArI_howI_hE
better_the_devil_you_know	anajAne_Kaware_se_jAnA_pahacAnA_KawarA_acCA_howA_hE
between_the_devil_and_the_deep_blue_sea	Age_kuAz_pICe_KAI
between_you,_me_and_the_gatepost	yaha_were_Ora_mere_bIca_kI_bAxa_hE
betwixt_and_between	bIca_kI_avasWA_meM
bevel_gear	AdI_garArI
beyond_all_recognition	pUrI_waraha_se
beyond_belief	aviSvasanIya
beyond_compare	awulanIya
beyond_measure	awyaXika
beyond_price	awyaXika_mUlyavAna
beyond_reach	pahuzca_ke_bAhara
beyond_recall	TIka_nahIM_ho_sakawe/raxxa_nahIM_kara_sakawe
beyond_recognition	pUrI_waraha_se
beyond_redemption	hAWa_se_bAhara
beyond_the_pale	sImA_ke_bAhara
bicarbonate_of_soda	sodiyama_baikArboneta
bicycle_wheel	sAikala_kA_pahiyA
big_H	biga_eca
big_bang	mahA_visPota
big_business	badA_uxyogaa
big_cheese	bahuwa_hI_mahawvapUrNa_Ora_praBAvaSAlI_vyakwi/bahuwa_pahuzcA_huA_vyakwi
big_deal!	kOna_sI_badI_bAwa_hE!
big_dipper	biga_dipara
big_end	biga_eMda
big_fish	badI_haswI
big_game	bade_jafgalI_jAnavara
big_gun	mahawvapUrNa_vyakwi
big_head	GamaNdI
big_headed	uxAra/xyAlu
big_hearted	uxAra/xyAlu
big_name	mahwvapUrNa_vyakwi
big_noise	mahawvapUrNa_vyakwi/praBAvaSAlI_vyakwi
big_shot	mahwvapUrNa_vyakwi
big_top	sarkasa_kA_bahuwa_badA_wambU
big_wheel	carKI_JUlA/mahawvapUrNa_vyakwi/praBAvaSAlI_vyakwi
bill_and_coo	cUmA-cAtI_kara/cummA-cAtI_kara
bill_of_exchange	vinimaya_patra
bill_of_fare	Bojana_wAlikA
bill_of_lading	biltI
bill_of_rights	aXikAra-patra
bill_of_sale	vikraya-patra
binary_digit	yugma_safKyA
binary_system	bAinarI_viXi
bind_over	kAnUnI_cewAvanI_xe
biological_clock	jEvika_GadI
biological_warfare	jEvika_yuxXa
bird_bath	pakRI_snAnapAtra
bird_of_paradise	nUginI_kA_awyanwa_sunxara_pakRI
bird_of_passage	Gumakkada/pravAsI/pravAsI_pakRI/ramawA_jogI
bird_of_prey	SikArI_pakRI
bird_sanctuary	pakRISAlA
bird_song	pakRI_kA_maXura_gIwa
bird_table	pakRiyoM_ko_xAnA_dAlane_kI_jagaha
bird_watcher	pakRI_premI
bird_watching	pakRI_avalokana
birds_of_a_feather	ek_hI_WElI_ke_catte-batte
birth_certificate	janma_pramANapatra
birth_control	garBa_niroXa/sanwawi-nigraha/sanwawi-niyaNtraNa
birth_control_device	garBaniroXaka_upAya
birth_rate	janma_xara
bit_by_bit	WodA-WodA_karake
bit_part	CotI_sI_BUmikA
bite_off_more_than_one_can_chew	apanI_OkAka_se_aXika_kAma_le/apanI_kRamawA_se_aXika_kArya_karane_kA_prayAsa_kara
bite_the_bullet	majabUrI_meM_svIkAra_kara
bite_the_dust	XarASAyI_ho/asaPala_ho/xama_woda_xe
bite_the_hand_that_feeds_one	jisa_pawwala_meM_KAyA_usI_meM_Cexa_kara
bits_and_bobs	afgada-Kafgada
bits_and_pieces	afgada-Kafgada
blabbermouth	bakabakiyA
black_and_blue	cota_se_nIlA_padA_huA
black_and_white	blEka_eMda_vAita/blEka_eMda_vhAita/sAxA
black_art	kAlA_jAxU
black_belt	blEka_belta
black_box	blEka_baksa
black_cherry	kAlI_cerI
black_comedy	blEka_kamedI
black_eye	cota_se_nIlI_huI_AzKa
black_flag	kAlA_JaNdA
black_hole	blEka_hola
black_magic	kAlA_jAxU
black_maria	kExiyoM_ko_le_jAne_vAlI_gAdI
black_mark	kalafka_kA_XabbA
black_market	kAlA_bAjAra
black_marketeer	kAlA_bAjAra_karane_vAlA
black_mass	piSAcavAxiyoM_kI_prArWanA_saBA
black_out	Daka_xe/behoSa_ho_jA/behoSa_ho/meM_anXakAra_kara_xe
black_pepper	kAlI_mirca
black_pudding	blEka_padiMga
black_rockweed	cattAnI_SEvAla
black_sheep	kulaxrohI
black_spot	bahula_kRetraa/xurGatanAbahula_kRetraa
black_tie	Boja_kota/blEka_tAI
black_vomit	pIlA_buKAra/pIwa-jvara
black_widow	amarIkI_jaharIlI_makadI
bladder_fucus	cattAnI_SEvAla
blanching_agent	viraFjaka
blank_cartridge	golIrahiwa_kArawUsa
blank_cheque	korA_ceka/pUrNa_aXikAra
blank_out	pUrI_waraha_se_Daka
blast_furnace	JoMkA-BattI/havABattI/vAwyA-BattI
blast_off	uda
blaze_a_trail	aguvA_ho
blaze_away	golAbArI_kara
blaze_up	BaBaka_uTa/Badaka_uTa
bleaching_agent	viraFjaka
blend_in	mela_KA/milA
bless_you!	BagavAna_kare_wumhArA_BalA_ho!
blind_alley	banxa_galI/niRPala
blind_as_a_bat	ekaxama_azXA
blind_date	xo_ajanabiyoM_kI_mulAkAwa
blind_drunk	naSe_meM_Xuwwa
blind_spot	anXa_kRetra/anXabiMxu/kamajora_viRaya
blister_pack	blistara_pEka
block_and_tackle	BAra_uTAne_kI_pahiexAra_rassI
block_in	KAkA_wEyara_kara
block_letter	badA_akRara
block_of_flats	block_of_flats
block_off	nAkAbanxI_kara
block_out	KAkA_wEyara_kara
block_vote	blaka_votaa
blood_and_thunder	sanasanIKeja_Ora_KUnaKarAbe_se_BarA_huA
blood_bank	rakwa_bEMka
blood_bath	narasaMhAra
blood_brother	blada_braxara
blood_count	rakwa_kaNikAoM_kA_parIkRaNa/rakwa_kaNikAoM_kI_safKyAkana
blood_curdling	xila_xahalAne_vAlA
blood_donor	rakwaxAwA
blood_feud	KAnaxAnI_jAgadA
blood_glucose	rakwa_SarkarA
blood_group	rakwavarga
blood_heat	rakwa_wApamAna
blood_is_thicker_than_water	pahale_apanA_pICe_parAye
blood_letting	gaharI_xuSmanI/rakwapAwa/rakwasrAva
blood_lust	rakwa_pipAsA
blood_money	muAvajA/supArI
blood_orange	lAla_rasavAlI_nArafgI
blood_out_from_a_stone	bAlU_se_wela_nikAlanAA
blood_out_of_a_stone	bAlU_se_wela_nikAlanAA
blood_platelet	rakwa_biMbANu
blood_poisoning	rakwa_viRAkwana/rakwaviRaNNawA
blood_pressure	rakwa_xAba
blood_red	rakwa_jEsA_lAla
blood_relation	KUna_kA_riSwAA
blood_sport	paSu-pakRI_SikAra
blood_sugar	rakwa_SarkarA
blood_test	rakwa_parIkRaNa
blood_transfusion	rakwAXAna
blood_vessel	raka_vAhikA/rakwa_XamanI/rakwavAhikA
bloody_well	hI
blotting_paper	soKwA_kAgaja
blow_a_fuse	AgababUlA_ho_jA
blow_down	gira_jA
blow_dry	maSIna_se_bAla_suKA
blow_hot_and_cold	kaBI_hAz_kaBI_nA_kara
blow_nose	rUmAla_raKakara_nAka_sAPa_kara
blow_off	uda
blow_one's_stack	AgababUlA_ho_jA
blow_out	buJa/wIvrawA_se_bAhara_nikAla
blow_over	gujara
blow_the_lid_off	parxAPAsa_kara
blow_the_whistle_on	para_acAnaka_roka_lagavA_xe
blow_up	AgababUlA_ho_jA/gussA_kara/visPota_ho
blue_baby	hqxaya-rogagraswa_SiSu
blue_blood	kulIna
blue_blooded	kulIna_varga_kA
blue_cheese	PaPUnxI_lagA_panIra
blue_chip	paryApwa_rUpa_se_viSvasanIya
blue_collar	SArIrika_pariSrama_kA/SArIrika_pariSrama_karane_vAlA
blue_devils	viRAxa
blue_pencil	nIlI_peMsila
blue_tit	nIlamI
blue_whale	nIlI_hvela
bluff_it_out	JAMsA_xekara_baca_nikala
bluish_green	nIla-hariwa_rafga/nIla-hariwa_rafga_kA
blunder_about	takarAwe_hue_cala
blunder_around	takarAwe_hue_cala
blunder_into	takarA
boa_constricter	ajagara
board_out	Gara_se_bAhara_Bojana_kara
boat_club	nOkA_klaba
boat_people	nAvoM_xvArA_BAgane_vAle_SaraNArWI
boat_race	nOkA_xOda
boatswain_bird	uRNakatibanXI_pakRI
bob_up	acAnaka_sawaha_para_A
bode_well_for	acCA_lakRaNa_ho
body_and_soul	pUrI_waraha_se
body_clock	jEvika_GadI
body_language	hAva_BAva_kI_BARA
body_odour	pasIne_kI_baxabU
body_stocking	Upara_se_nIce_waka_kA_cuswa_pahanAvA
bog_down	ulaJa/xalaxala_meM_XaMsa
bog_moss	xalaxalI_kAI
boggle_mind	AScaryacakiwa_kara
boggle_the_mind	AScaryacakiwa_kara
boil_away	BApa_banakara_uda
boil_down	KOlAkara_kama_kara/KOlawe_hue_kama_ho/safkRepaNa_kara
boil_dry	jala
boil_over	Ape_se_bAhara_ho/KOla/baxala/ubala_kara_gira
boiled_sweet	taPI
boiler_suit	bailara_sUta
boiling_hot	bahuwa_garama
boiling_point	kvaWanAfka
bold_as_brass	beSarmI_se
bolt_of_lightning	bijalI
bolt_upright	bilkula_sIXe/ekaxama_sIXA
bomb_along	weja_BAga
bomb_down	weja_BAga
bomb_out	kA_Gara_bama_se_udA_x
bomb_up	bama_se_jahAja_ko_Bara/weja_BAga
bona_fide	prAmANika
bona_fides	neka_nIyawI
bone_china	cInI-mittI_ke_barwana
bone_idle	bahuwa_suswa
bone_marrow	majjA
bone_of_contention	Jagade_kI_jada/vivAxa_kA_viRaya
bone_up_on	gahana_axXyana_kara
booby_prize	majAka_meM_xiyA_gayA_puraskAra
booby_trap	Calabama/cora_PanxA/Caxamabama_lagA
book_club	puswaka-klaba
book_in	buka_karavA
book_into	buka_karavA
book_of_account	bahI_KAwA/leKA-bahI
boom_town	wejI_se_unnawiSIla_nagara
boon_companion	jigarI_xoswa
boot_out	Xakke_mAra_kara_bAhara_nikAla/paxacyuwa_kara_xe
bore_the_pants_off	bahuwa_hI_ubA_xe
bore_to_death	pUrI_waraha_se_dubA_xe
bore_to_tears	burI_waraha_UbA_xe
born_and_bred	janma_Ora_paravariSa_se
born_on_the_wrong_side_of_the_blanket	nAjAyaja_OlAxa
bosom_friend	anwarafga_mitra
bosom_of_Abraham	svarga
boss_around	XOMsa_xe
botanic_gardens	vanaspawi_uxyAna
botanical_gardens	vanaspawi_uxyAna
bottle_bank	bowala_bEMka
bottle_opener	batala_KolanevAlA/batala_opanara
bottle_out	sAhasa_nahIM_ho
bottle_party	batala_pArtI
bottom_of_the_pile	sabase_nIcale_xarje_kA
bottom_out	nimnawama_biMxu_para_pahuzca
bottoms_up	eka_hI_GUNta_meM_pI_jAo
bounce_back	hAlawa_suXara/uCAla_para_ho
bound_up	samarpiwa
bound_up_in	meM_vyaswa
bound_up_with	se_sambanXiwa_ho
bounden_duty	AvaSyaka_karwavya/aparihArya_kArya
bouquet_garni	masAle_kI_potalI
bouquets_garnis	masAle_kI_potalI
bow_and_scrape	bahuwa_aXika_evam_JUTI_vinamrawA_se_vyavahAra_kara
bow_out	avakASa_le_le/nAma_vApasa_le
bow_to	mAna
bowed_down	xabA_huA
bowel_movement	sOca
bowl_over	girA_xe/ulata_xe
bowler_hat	bolara_topI
box_in	adafgA_lagA
box_junction	xorAhe_kA_jafkSana
box_number	baksa_nambara
box_of_tricks	BAnumawi_kA_piTArA
box_office	XanArjaka/tikata_Gara
boxer_shorts	bOksara_SOrtsa/jAfGiyA
boxing_gloves	mukkebAjI_ke_xaswAne
boy_scout	bAlacara
boys_will_be_boys	bacce_wo_bacce_hI_raheMge
brain_dead	ximAgI_wOra_mqwa
brain_death	ximAgI_mqwu
brain_drain	prawiBA_palAyana
brains_trust	viSeRajFa_maNdala
brake_light	breka-bawwI
brake_pedal	breka_pedala
brake_shoe	roka
branch_off	muda
branch_out	SAKAviswAra_kara/alaga_ho
brand_name	brANda_nAma
brand_new	bilkula_nayA
branding_iron	xAgane_kA_lohA
brandy_glass	brANdI_kA_gilAsa
brandy_snap	brANdI_snEpa
brandy_snifter	brANdI_kA_gilAsa
brass_band	pIwala_kA_vAxXa-yaNtra_bajAne_vAlA_bEMda/wUrya_vqnxa
brass_knuckles	XAwu_kA_xaswAna
brave_it_out	sAhasa_pUrvaka_sAmanA_kara
brave_new_world	ASAoM_kA_saMsAra
brazen_it_out	nirlajjawApurvaka_vyavahAra_kara
brazil_nut	wrikoNaPala
breach_of_promise	prawijFABafga
breach_of_the_peace	SAnwiBafga
bread_and_butter	jIvikopArjana/makKana-rotI
bread_and_water	sUKI_rotI
bread_box	breda_kA_dibbA
break_a_blockade	GerA_wodakara_bAhara_A
break_away	alaga_ho_jA
break_back	jI-woda_meahanwa_kara
break_camp	wambU_uKAda
break_cover	gupwa_sWAna_se_bAhara_Aa
break_dance	breka_dAMsa
break_down	KarAba_ho_jA/Xvaswa_kara/bahuwa_bigaa_jA/rAsAyanika_parivarwana_kara/tUta_jA/viPala/viSleRaNa_kara/woda_xe
break_even	binA_hAni-lABa_ke_vyApAra_kara/hAnirahiwa_vyApAra_kara
break_fresh_ground	naI_Koja_kara
break_from	woda
break_in	praSikRiwa_kara/wAlA_woda_kara_Gusa
break_into	SurU_kara/iswemAla_kara/jabaraxaswI_Gusa_A/raPwAra_weja_kara
break_loose	BAga/mukwi_pA
break_new_ground	naI_Koja_kara
break_of_day	Bora/uRAkAla
break_off	acAnaka_woda_xe/ruka/woda
break_out	BAga_nikala/acAnaka_CiDZ
break_out_in	Baraa
break_ranks	xala_Coda
break_step	kaxama_na_milA
break_the_back_of	aXikAMsa_BAga_pUrA_kara
break_the_bank	bEMka_KAlI_ho/jue_meM_bahuwa_pEsA_jIwa
break_the_ice	cuppI_woda/vivAxa_hala_kara
break_the_mould	purAne_Darre_ko_woda
break_the_news	burI_Kabara_sunA
break_through	naI_mahawvapUrNa_Koja_nikAla/se_nikala/woda_kara_bAhara_A
break_up	Cote-Cote_hissoM_meM_viBAjiwa_kara/CuttI_SurU_ho/rukavA/sambanXa_woda
break_wind	gEsa_Coda
break_with	Coda_xe/se_sambanXa_woda_le
breaking_away	sambanXa-vicCexa
breaking_off	avaKaNdana
breaking_wind	aXovAyu
